vi,en,ja
"Sau khi đặt catheter thành công, rút hết máu cần thiết để xét nghiệm trong phòng thí nghiệm, tháo garô, đắp một ít gạc bên dưới đốc ống thông, ấn đầu ngón tay lên da gần đầu catheter (để ép tĩnh mạch và hạn chế mất máu từ đốc), và kết nối đường truyền dịch đường tĩnh mạch hoặc khóa nước muối sinh lý.","Once the catheter is successfully placed, withdraw any blood needed for laboratory testing, remove the tourniquet, place some gauze underneath the hub, apply fingertip pressure to the skin proximal to the catheter tip (to compress the vein and limit blood loss from the hub), and connect the IV infusion or saline lock.",カテーテルが正常に留置されたら，臨床検査に必要な血液を採取し，駆血帯を外し，ガーゼをハブの下に置き，カテーテル先端より近位の皮膚を指先で圧迫し（静脈を圧迫してハブからの失血を制限するため），点滴チューブまたは生食ロックに接続する。
Lắp đầu ống truyền đường tĩnh mạch hoặc khóa nước muối sinh lý vào đốc ống thông.,Attach the end of the IV tubing or the saline lock to the catheter hub.,点滴チューブまたは生食ロックの先端をカテーテルのハブに取り付ける。
"Bắt đầu truyền hoặc xả khóa nước muối sinh lý (tiêm khoảng 5 mL nước muối sinh lý theo từng nhịp mạch nhanh, nhỏ). Dịch phải chảy tự do. Nếu dịch thoát mạch hoặc không chảy tự do, hãy rút ống thông ra, đắp băng ép nhẹ lên vùng đó và đặt một ống thông mới ở một vị trí khác.","Begin the infusion or flush the saline lock (inject about 5 mL of saline in rapid, small pulses). Fluid should flow freely. If fluid extravasates or does not flow freely, remove the catheter, apply a dressing over the area with gentle pressure, and insert a new catheter at another site.",点滴を開始するか，生食ロックをフラッシュする（生理食塩水約5mLを少量ずつ小分けに素早く注入する）。液体は自由に流れるはずである。 液体が漏出するか自由に流れない場合は，カテーテルを抜去し，その部位にドレッシングをして愛護的に圧迫し，別の部位に新しいカテーテルを挿入する。
"Lau sạch tất cả máu và dịch ở chỗ chọc kim, cẩn thận để không làm xáo trộn ống thông.","Wipe all blood and fluid from the site, being careful not to disturb the catheter.",カテーテルを損傷しないように注意しながら，全ての血液および液体を刺入部位から拭き取る。
Che ống thông bằng một miếng băng kín trong suốt.,Cover the catheter with a transparent occlusive dressing.,カテーテルを透明の閉鎖性ドレッシングで覆う。
"Tạo vòng ống thông tĩnh mạch (hoặc ống khóa nước muối sinh lý) và băng nó vào vùng da cách xa vị trí đặt ống thông đường tĩnh mạch, để giúp ngăn không cho vô tình vào ống làm ống thông bị bật ra.","Loop the IV tubing (or saline lock tubing) and tape it to the skin away from the IV insertion site, to help prevent accidental traction on the tubing from dislodging the catheter.",チューブを誤って牽引してしまいカテーテルが外れるのを防ぐため，点滴チューブ（または生食ロックのチューブ）をループ状にして，穿刺部位から離れた位置の皮膚にテープで留める。
Viết ngày và giờ đặt ống thông đường tĩnh mạch trên băng.,Write the date and time of IV cannulation on the dressing.,ドレッシングに静脈カテーテル挿入を行なった日付と時刻を記入する。
Buộc bảng cố định khi cần thiết.,Apply an immobilization board as necessary.,必要に応じて固定ボードを使用する。
"Chỉ buộc ga rô với lực xiết nhẹ; nó là một tĩnh mạch, không phải một động mạch, để garô chặt.",Replace or remove catheters within 72 hours of placement.,駆血帯を使用する際は，軽く縛る程度に留める；動脈駆血帯ではなく静脈駆血帯を用いる。
"Nếu không vào tĩnh mạch, không cố định vị lại kim bằng cách di chuyển đầu kim sang bên này hay bên kia; việc này có thể đẩy tĩnh mạch ra ngoài và làm tổn thương mô. Thay vào đó, rút kim ra gần sát bề mặt da trước khi thay đổi góc và hướng chọc kim vào.","Use only mild tension when applying the tourniquet; it is a venous, not an arterial, tourniquet.",針が静脈に入らない場合は，先端を左右に動かして針の位置をずらそうとしてはならない；これにより静脈が押しやられ，組織が損傷する可能性がある。それを避けるため，針をほぼ皮膚表面まで引き抜いてから挿入の角度と方向を変える。
Không bao giờ rút ống thông ngược trở lại qua kim hoặc lắp lại kim vào ống thông. Làm như vậy có thể làm đứt đầu ống thông trong bệnh nhân.,"If the vein is not entered, do not try to reposition the needle by moving the tip to one side or another; this can push the vein out of the way and also damage tissue. Instead, withdraw the needle almost to the skin surface before changing the angle and direction of insertion.",決して針の上をスライドさせてカテーテルを引き抜いたり，針をカテーテルに再度挿入したりしてはならない。そのようにすると，患者の体内でカテーテル先端が剥離する可能性がある。
"Nếu dịch không chảy tự do, không tiếp tục cố gắng truyền dịch; điều này có thể gây thoát mạch và hình thành máu tụ.",Never withdraw the catheter back over the needle or reinsert the needle into the catheter. Doing so could shear off the catheter tip within the patient.,液体が自由に流れない場合は，点滴を続けてはならない；これにより血管外漏出および血腫形成が起こる可能性がある。
Thay thế hoặc loại bỏ ống thông trong vòng 72 giờ sau khi đặt.,"If fluid does not flow freely, do not continue infusion attempts; this can cause extravasation and hematoma formation.",留置後72時間以内にカテーテルを交換または抜去する。
Thuốc mỡ nitroglycerin hoặc gạc ấm có thể giúp làm giãn tĩnh mạch.,Nitroglycerin ointment or warm compresses may help dilate veins.,ニトログリセリン軟膏または温罨法が静脈拡張に役立つことがある。
Cân nhắc sử dụng garô đôi (garô thứ hai được buộc cách xa vị trí đặt ống thông dự kiến sau khi buộc garô đầu tiên) để làm thông các tĩnh mạch cho cơ thể lớn hoặc các chi phù nề.,Consider using double tourniquets (a second tourniquet is placed distal to the anticipated catheter-insertion site after placement of the first tourniquet) to engorge the veins for large body habitus or edematous limbs.,患者の体格が大きい場合または四肢に浮腫が生じている場合，駆血帯を2重にして（1本目の駆血帯を巻いた後，予定穿刺部位の遠位側に2本目の駆血帯を巻く），静脈を縛ることを検討する。
Chống chỉ định tuyệt đối,Absolute contraindications,絶対的禁忌
Chống chỉ định tương đối,Relative contraindications,相対的禁忌
"Trong các tình huống trên, hãy sử dụng một vị trí khác (ví dụ, cánh tay đối diện).","In the above situations, use another site (eg, the opposite arm).",上記の状況では，別の部位（例，対側の腕）を使用する。
"Các biến chứng không phổ biến nhưng bao gồm hở hai lá, tắc mạch, và chèn ép tim",Complications are uncommon and include,合併症はまれであるが，以下のものがある：
Các biến chứng trên có thể được giảm thiểu bằng cách sử dụng kỹ thuật vô trùng trong khi chọc kim và bằng cách thay thế hoặc loại bỏ các ống thông trong vòng 72 giờ.,The above complications can be reduced by using sterile technique during insertion and by replacing or removing the catheters within 72 hours.,上記の合併症は，挿入時に清潔操作をすること，およびカテーテルを72時間以内に交換または抜去することによって発生を減らすことができる。
Các biến chứng thường gặp khác bao gồm,Other complications include,その他の合併症としては以下のものがある：
Thiết bị tùy chọn bao gồm,Optional equipment includes,追加の器具としては以下のものがある：
"Đặt ống thông tĩnh mạch ngoại biên có dẫn hướng siêu âm sử dụng sóng siêu âm thời gian thực (động) để hướng dẫn chọc hút tĩnh mạch và kỹ thuật catheter qua kim để đặt catheter tĩnh mạch ngoại biên (đặt ống ông), thường vào một tĩnh mạch sâu, không thể sờ thấy của cánh tay.","Ultrasound-guided peripheral venous cannulation uses real-time (dynamic) ultrasound to guide venipuncture and a catheter-over-needle technique to place a peripheral intravenous catheter (cannula), usually into a deep, nonpalpable vein of the upper arm.",超音波ガイド下末梢静脈カテーテル挿入は，リアルタイム（動的）に超音波を用いて静脈穿刺をガイドし，注射針の上にカテーテルを通して末梢静脈（通常は上腕深部の触知不能な静脈）にカテーテルを留置する方法である。
"Dẫn hướng siêu âm có thể tạo điều kiện thuận lợi cho việc đặt ống thông tĩnh mạch ngoại biên, đặc biệt là các tĩnh mạch sâu, không sờ thấy. Chủ đề này sẽ tập trung vào việc sử dụng siêu âm để dẫn hướng đặt đường truyền tĩnh mạch. Thủ thuật thực tế để bắt đầu một đường truyền tĩnh mạch cũng giống như khi không sử dụng siêu âm và được mô tả chi tiết trong Cách đặt ống thông tĩnh mạch ngoại biên     Cách đặt ống thông tĩnh mạch ngoại biên  Trong đặt ống thông tĩnh mạch ngoại biện, một ống thông bằng nhựa (canun) được đưa vào tĩnh mạch ngoại biên, thường sử dụng một thiết bị catheter qua kim. Đặt ống thông tĩnh mạch ngoại biên...  đọc thêm     .","Ultrasound guidance can facilitate peripheral vein catheterization, especially of deep, nonpalpable veins. This topic will focus on the use of ultrasonography to guide IV placement. The actual procedure for starting an IV is the same as when ultrasonography is not used and is described in detail in How To Do Peripheral Vein Cannulation     How To Do Peripheral Vein Cannulation  In peripheral vein cannulation, a plastic catheter (cannula) is inserted into a peripheral vein, typically using a catheter-over-needle device. Peripheral vein cannulation is the most common...  read more     .",超音波ガイドを用いると，末梢静脈（特に深部の触知不能な静脈）へのカテーテル挿入が容易になる。本項では，超音波をガイドとした静脈内カテーテル留置の方法を紹介する。静注を開始する実際の手順は，超音波を用いない場合と同じであり，詳細は 末梢静脈カテーテル挿入     末梢静脈カテーテル挿入  末梢静脈カテーテル挿入では，一般的にはカテーテル（外筒）付きの注射針を用いて，プラスチック製のカテーテル（カニューレ）を末梢静脈に挿入する。 末梢静脈カテーテル挿入は最も一般的な 血管確保方法であり，医療チームの多くのメンバーによって行われる。 装置があり，訓練を受けたスタッフがいる場合は， 超音波ガイド下に実施することで末梢静脈（特に深部の触知不能な静脈）へのカテーテル挿入が容易になる。...  さらに読む     に記載されている。
Khó khăn trong việc xác định các tĩnh mạch ngoại biên phù hợp để đặt ống thông ở những bệnh nhân không cần đặt ống thông tĩnh mạch trung tâm,Difficulty in identifying suitable peripheral veins for cannulation in patients who do not otherwise require a central venous catheter,カテーテル挿入に適した末梢静脈の同定が困難であり，その点を除けば中心静脈カテーテルを必要としない患者
không,None,なし
Người vận hành siêu âm chưa được đào tạo hoặc thiếu kinh nghiệm,Untrained or inexperienced ultrasound operator,術者が超音波診断装置の扱いに慣れていない，またはその訓練を受けていない
không,None,なし
"Máy siêu âm tần số cao (ví dụ, 7,5 MHz hoặc cao hơn), đầu dò mảng tuyến tính (đầu dò)","Ultrasound machine with high frequency (eg, 7.5 MHz or higher), linear array probe (transducer)",高周波（例，7.5MHz以上）の超音波診断装置，リニア型プローブ（トランスデューサー）
"Vỏ đầu dò trong suốt (ví dụ, băng vô trùng, vỏ bọc đầu dò sử dụng một lần)","Transparent probe cover (eg, sterile dressing, single-use probe cover)",プローブにかける透明のカバー（例，滅菌ドレッシング，使い捨てのプローブカバー）
"Chất bôi trơn gốc nước, vô trùng, dạng gói sử dụng một lần (được ưu tiên hơn so với chai gel siêu âm dùng nhiều lần)","Sterile, water-based lubricant, single-use packet (recommended over multi-use bottle of ultrasound gel)",滅菌の水性潤滑剤の使い捨て用パッケージ（複数回使用できるボトル入りの超音波検査用ゼリーより望ましい）
"Nhìn chung, có 2 chế độ xem được sử dụng trong đặt ống thông tĩnh mạch ngoại biên có dẫn hướng siêu âm. Chế độ xem trục ngắn (cắt ngang, mặt cắt ngang) thường được ưu tiên vì nó dễ lấy và là chế độ xem tốt nhất để xác định các tĩnh mạch và động mạch cũng như hướng của chúng với nhau. Tuy nhiên, chế độ xem ngang chỉ hiển thị kim ở mặt cắt ngang (chấm [trắng] siêu phản xạ) và chỉ có thể phân biệt đầu kim bằng sự xuất hiện và biến mất của chấm trắng khi mặt phẳng hình ảnh đi ngang qua đầu kim.","There are, in general, 2 views used in ultrasound-guided peripheral venous cannulation. The short-axis (transverse, cross-sectional) view usually is preferred because it is easy to obtain and is the best view for identifying veins and arteries and their orientation to each other. However, the transverse view shows the needle only in cross-section (hyperechoic [white] dot), and the needle tip can be distinguished only by the appearance and disappearance of the white dot as the imaging plane traverses past needle tip.","超音波ガイド下の末梢静脈カテーテル挿入では，一般に2つの画像が用いられる。短軸像（short-axis）（横断面像，断層像［transverse, cross-sectional］）は撮影が容易であり，静脈と動脈の位置関係を確認するのに最良であるため，通常はこれが好んで使用される。ただし，短軸像では針は横断面（高エコーの［白い］点）しか見えず，針の先端を識別するには撮影面が針の先端を横切る際に白い点が現れたり消えたりすることのみを頼りにしなければならない。"
"Hình ảnh siêu âm trục dài (dọc, trong mặt phẳng) về mặt kỹ thuật khó có được hơn (phải giữ đầu dò, tĩnh mạch và kim trên một mặt phẳng), nhưng toàn bộ kim (bao gồm cả đầu kim) được chụp liên tục, đảm bảo vị trí chính xác trong lòng mạch. Độ hẹp ngày càng tăng của các tĩnh mạch ngoại biên làm tăng mức khó khăn trong việc lấy chế độ xem dọc.","The long-axis (longitudinal, in-plane) ultrasound view is technically more difficult to obtain (must keep probe, vein, and needle in one plane), but the entire needle (including the tip) is imaged continuously, which ensures accurate intraluminal placement. Increasing narrowness of peripheral veins increases the difficulty of obtaining the longitudinal view.",超音波の長軸（縦断面，in-plane）像は技術的に撮影が難しい（プローブ，静脈，および針を1つの面に映さなければならない）が，針の全体（先端を含む）が常に描出されるため，血管内へ正確に留置できる。末梢静脈が狭小化していると，縦断面像を得ることが困難になる。
Tĩnh mạch cẳng tay sâu,Deep forearm veins,前腕深部静脈
Tĩnh mạch cánh tay (thường có 2 tĩnh mạch cánh tay nằm ở hai bên của động mạch cánh tay ở phần trong của cánh tay),The brachial vein (there are typically 2 brachial veins that lie on either side of the brachial artery in the medial upper arm),上腕静脈（典型的には上腕内側の上腕動脈の両側に2本の上腕静脈が存在する）
"Đặt phần cơ thể sẽ được đặt ống thông trên một bề mặt dễ chịu và điều chỉnh vị trí để có thể bộc lộ vị trí một cách tối ưu (ví dụ, để đặt ống thông tĩnh mạch cánh tay hoặc tĩnh mạch nền, giạng và xoay cánh tay ra bên ngoài để bộc lộ phần trong của cánh tay).","Rest the body part being cannulated on a comfortable surface, and adjust the position to optimally expose the site (eg, to cannulate a brachial vein or the basilic vein, abduct and externally rotate the arm to expose the medial upper arm).",カテーテルを挿入する部位を快適な場所に置き，予定穿刺部位がしっかり露出するように体位を調整する（例，上腕静脈または尺側皮静脈にカテーテルを挿入するには，腕を外転および外旋させて上腕内側を露出する）。
"Kiểm tra xem máy siêu âm đã được cấu hình và hoạt động chính xác chưa: Đặt máy ở chế độ 2-D hoặc chế độ B và sẵn sàng thu nhận việc ghi nhận hình ảnh thích hợp theo quy trình của cơ sở. Đảm bảo rằng hình ảnh trên màn hình tương quan với hướng không gian của đầu dò khi bạn cầm và di chuyển nó. Điều này hầu như luôn có nghĩa là định hướng điểm đánh dấu đầu dò bên trái của người vận hành, không phải bên trái bệnh nhân. Dấu bên trên đầu thăm dò tương ứng với điểm đánh dấu/ký hiệu trên màn hình siêu âm. Điều chỉnh cài đặt màn hình và vị trí đầu dò nếu cần để đạt được hướng trái phải chính xác.","Check that the ultrasound machine is configured and functioning correctly: Set the machine to 2-D mode or B mode and ready to acquire appropriate imaging documentation as per institution protocols. Ensure that the screen image correlates with the spatial orientation of the probe as you are holding and moving it. This almost always means orienting the probe marker to the left of the operator, not patient. The side-mark on the probe corresponds to the marker dot/symbol on the ultrasound screen. Adjust the screen settings and probe position if needed to attain an accurate left-right orientation.",超音波装置が正しく設定され機能していることを確認する：装置を2-DモードまたはBモードに設定し，各施設のプロトコルに則った適切な画像記録を取得できる状態にする。プローブを保持したり動かしたりするときに，画面がプローブの空間的な向きと相関していることを確認する。これはほとんどの場合，プローブについているマークを患者の左側ではなく操作者の左側に向けることを意味する。プローブ先端のサイドマークは，超音波装置の画面上の丸い点/記号に対応する。正確な左右の向きを得るために，必要に応じて画面の設定とプローブの位置を調整する。
"Buộc garô gần vị trí sẽ chọc kim và tiến hành kiểm tra sơ bộ bằng siêu âm không vô trùng để xác định tĩnh mạch phù hợp. Đoạn tĩnh mạch được ưu tiên thẳng, rộng, tương đối gần bề mặt và khác biệt với bất kỳ động mạch nào gần đó.","Place a tourniquet proximal to a prospective insertion site and do a preliminary, nonsterile ultrasound inspection to identify a suitable vein. A preferred vein segment is straight, wide, relatively close to the surface, and distinct from any nearby artery.",穿刺候補部位の近位に駆血帯を巻き，非清潔下に予備的な超音波検査を施行して，適当な静脈を同定する。望ましい静脈の部位は，直線状で幅が広く，表面に比較的近く，付近の動脈と明らかに区別できるものである。
"Sử dụng chế độ xem ngang (mặt cắt ngang, trục ngắn) và điều chỉnh độ lợi trên bảng điều khiển để các mạch máu giảm âm (xuất hiện màu đen trên màn hình siêu âm) và các mô xung quanh có màu xám. Đặt độ sâu tối đa trên bề mặt của xương để có thể xem toàn bộ trường. Từ từ trượt đầu dò từ gần đến xa dọc theo các tĩnh mạch, và điều chỉnh/xoay đầu dò sao cho tĩnh mạch nằm dưới tâm của đầu dò. Điều chỉnh độ sâu tối đa đến gần gấp đôi khoảng cách từ bề mặt đến tĩnh mạch được chọn.","Use a transverse (cross-sectional, short-axis) view, and adjust the gain on the console so that the blood vessels are anechoic (appear black on the ultrasound screen) and the surrounding tissues are gray. Set maximum depth at the surface of a bone, so as to view the entire field. Slowly slide the probe from proximal to distal along the veins, and adjust/rotate the probe so that the vein is under the center of the probe. Adjust maximum depth to roughly twice the distance from the surface to the candidate vein.",短軸（断層，横断面）像を用いて，血管が低エコー（超音波画面上で黒く見える），周囲組織が灰色になるように端末上でゲインを調整する。全体が見えるように，最大深度を骨表面に設定する。静脈に沿ってプローブを近位から遠位へゆっくりとスライドさせ，静脈がプローブ中央の下にくるようにプローブを調整/回転させる。最大深度が皮膚表面から候補の静脈までの距離のおよそ2倍になるよう調節する。
"Sau khi xác định vị trí đặt ống thông phù hợp, tháo garô.","After identifying a suitable cannulation site, remove the tourniquet.",適当なカテーテル 挿入部位を同定したら，駆血帯を外す。
"Chuẩn bị thiết bị đặt ống thông tĩnh mạch của bạn và vị trí đặt     Mô tả các bước tiến hành thủ thuật.  Trong đặt ống thông tĩnh mạch ngoại biện, một ống thông bằng nhựa (canun) được đưa vào tĩnh mạch ngoại biên, thường sử dụng một thiết bị catheter qua kim. Đặt ống thông tĩnh mạch ngoại biên...  đọc thêm      như đã mô tả ở trên.","Prepare your IV equipment and the insertion site     Step-by-Step Description of Procedure  In peripheral vein cannulation, a plastic catheter (cannula) is inserted into a peripheral vein, typically using a catheter-over-needle device. Peripheral vein cannulation is the most common...  read more      as described above.",前述の通り， 点滴に必要な器具を用意し，挿入部位を準備する     処置のステップ-バイ-ステップの手順  末梢静脈カテーテル挿入では，一般的にはカテーテル（外筒）付きの注射針を用いて，プラスチック製のカテーテル（カニューレ）を末梢静脈に挿入する。 末梢静脈カテーテル挿入は最も一般的な 血管確保方法であり，医療チームの多くのメンバーによって行われる。 装置があり，訓練を受けたスタッフがいる場合は， 超音波ガイド下に実施することで末梢静脈（特に深部の触知不能な静脈）へのカテーテル挿入が容易になる。...  さらに読む     。
Buộc lại garô gần với điểm đâm kim dự kiến.,Reapply the tourniquet proximal to the anticipated needle-insertion point.,予定穿刺部位の近位に駆血帯を再度巻く。
"Sử dụng hai lớp gel. Bôi một lớp lên đầu dò, và phủ một lớp băng trong suốt vô trùng lên trên – băng chặt để loại bỏ bọt khí bên dưới. Sau đó bôi chất bôi trơn vô trùng vào đầu đã được che phủ.",Two layers of gel are used. Apply one layer to the probe footprint and cover it with a sterile transparent dressing—tightly applied to eliminate air bubbles underneath. Then apply sterile lubricant to the on the outside of the covered probe.,2層のゼリーを用いる。1層目はプローブの先端に塗布し，プローブを滅菌の透明ドレッシングで覆い，密着させて気泡を除去する。その後，カバーで覆った先端部に再度，滅菌潤滑剤を塗布する。
"Bắt đầu với chế độ xem ngang (trục ngắn): Đặt đầu dò trên da, ngang với tĩnh mạch. Chọn một đoạn tĩnh mạch làm vị trí chọc vào mục tiêu và căn giữa hình ảnh này trên màn hình siêu âm, đặt trung tâm tĩnh mạch dưới đầu dò. Di chuyển đầu dò đến vị trí ban đầu ngay đầu xa của vị trí chọc vào tĩnh mạch mục tiêu.","Begin with the transverse (short-axis) view: Place the probe footprint on the skin, transverse to the vein. Select a segment of the vein as the target entry site and center this image on the ultrasound screen, which centers the vein under the probe. Move the probe to a preliminary position just distal to the target vein entrance site.",短軸（横断面）像から始める：プローブの先端を皮膚の上に，静脈を横切るように置く。標的とする静脈刺入部位を選択し，この画像が超音波画面上の中央に来るようにする（つまりその静脈がプローブ下の中央に来るようにする）。標的とする静脈刺入部位のすぐ遠位の仮の位置にプローブを移動させる。
"Chọc kim luồn, mũi vát hướng lên trên, vào da. Hơi nghiêng đầu dò ra xa bạn, do đó quạt mặt phẳng hình ảnh về phía kim luồn để xác định đầu của nó. Khi đầu kim được xác định, di chuyển đầu dò về gần vài mm (gần hơn với vị trí chọc kim mục tiêu dự kiến trên tĩnh mạch). Giữ yên đầu dò và đẩy kim luồn trong khi quan sát màn hình cho đến khi chấm sáng trắng đại diện cho đầu kim luồn lại xuất hiện.","Insert the angiocatheter, with the needle bevel facing up, into the skin. Very slightly tilt the probe, thereby fanning the imaging plane toward the angiocatheter to identify its tip. Once the tip is identified, move the probe proximally a couple of millimeters (closer to the intended target entrance site on the vein). Keep the probe still and advance the angiocatheter while watching the screen until the bright white dot representing the tip of angiocatheter again appears.",針先のベベル型の刃面を上に向けて留置針を皮膚に挿入する。プローブをわずかに向こう側へ傾けることで，留置針が撮影面に入り，先端を確認できる。先端が同定されたら，プローブを数mm近位側（標的とする静脈刺入部位の近く）に移動させる。プローブを静止させたまま，留置針の先端を示す明るい白い点が再び現れるまで，画面を見ながら留置針を進める。
Lặp lại quá trình đó để đẩy kim luồn.,Repeat the process to advance the angiocatheter.,このプロセスを繰り返して留置針を進める。
"Bạn có thể muốn duy trì chế độ xem ngang (mặt cắt ngang) trong suốt quá trình đặt ống thông. Hơi nghiêng đầu dò ra trước và ra sau khi bạn đẩy kim luồn để liên tục xác định lại đầu kim (chấm trắng biến mất/xuất hiện trở lại) khi nó đến gần tĩnh mạch. Hoặc, bạn có thể thích chuyển sang chế độ xem dọc (trục dài) để xem kim luồn theo chiều dọc khi nó đến gần và đi vào tĩnh mạch. Xoay đầu dò 90 độ và di chuyển đầu dò sang bên một chút nếu cần để duy trì hình ảnh dọc (trong mặt phẳng) đầy đủ của cả kim luồn và tĩnh mạch.","You may prefer to maintain the transverse (cross-section) view throughout the cannulation. Slightly tilt the probe fore-and-aft as you advance the angiocatheter to continually reidentify the needle tip (disappearing/reappearing white dot) as it approaches the vein. Or, you may prefer to switch to the longitudinal (long-axis) view to see the angiocatheter lengthwise as it approaches and enters the vein. Turn the probe 90 degrees and maintain full longitudinal (in-plane) images of both the angiocatheter and the vein.",カテーテル 挿入時は常に短軸（横断面）像を観察することが望ましい。留置針を進めながらプローブを前後に軽く傾け，静脈に近づくにつれて針の先端（白い点）が消えたり現れたりするのを絶えず確認する。 あるいは，縦断面（長軸）像に切り替えて，留置針が静脈に接近して入る様子を縦に見ることもできる。プローブを90度回転させ，必要に応じてわずかに側方に移動させて，留置針と静脈の両方の完全な縦断面（in-plane）が見えるように維持する。
"Khi kim luồn tiếp xúc với tĩnh mạch, trước tiên bạn sẽ thấy kim thụt vào trong thành nông và sau đó xuyên qua thành để đi vào lòng mạch. Một tia máu đỏ sậm đồng thời xuất hiện trong nòng ống tiêm xác nhận vị trí đặt trong lòng mạch.","As the angiocatheter meets the vein, you should see the needle first indent the superficial wall and then pop through the wall to enter the lumen. A simultaneous flash of dark red blood in the barrel of the syringe confirms intraluminal placement.",留置針が静脈に到達すると，針がまず血管壁表面に凹みを作り，その後，壁を貫通して内腔に入るのが見えるはずである。同時にシリンジ内部に暗赤色の血液が戻れば，血管内に入っていることが確認できる。
"Thực hiện theo các quy trình tiêu chuẩn để tiến hành đặt ống thông, đảm bảo vị trí đặt trong lòng mạch, lau sạch gel siêu âm trước khi cố định ống thông và bắt đầu truyền dịch.","Follow standard procedures for advancing the catheter, ensuring intravascular placement, wiping away ultrasound gel before securing the catheter, and beginning any infusion.",標準的な手順に従ってカテーテルを進め，確実に血管内に留置し，超音波検査用ゼリーを拭き取ってからカテーテルを固定し，点滴を開始する。
Thay thế hoặc loại bỏ ống thông trong vòng 72 giờ sau khi đặt.,Replace or remove catheters within 72 hours of placement.,留置後72時間以内にカテーテルを交換または抜去する。
Không cần nhiều gel hoặc chất bôi trơn và nó có thể che khuất điểm đánh dấu trung tâm đầu dò.,Always maintain ultrasound visualization of the needle tip during insertion.,多量のゼリーや潤滑剤は必要なく，むしろプローブのセンターマーカーを見えにくくすることがある。
Gel của các gói sử dụng một lần được ưu tiên hơn so với gel siêu âm đóng chai.,A needle can appear to be within the lumen of the vein without actually puncturing the vein. Continue to advance the catheter within the vein under ultrasound guidance until a pop is felt or a flash of blood is seen in the catheter chamber.,使い捨てのゼリーは，ボトル入りの超音波検査用ゼリーよりも望ましい。
Luôn duy trì hình ảnh siêu âm về đầu kim trong quá trình chọc kim vào.,Copious gel or lubricant is not necessary and can obscure the probe center marker.,挿入時は常に超音波で針の先端を観察できるようにしておく。
Một cây kim có thể nằm trong lòng tĩnh mạch mà không thực sự làm thủng tĩnh mạch. Tiếp tục đưa ống thông vào trong tĩnh mạch dưới sự dẫn hướng siêu âm cho đến khi cảm thấy tiếng pốp hoặc một tia máu trong buồng ống thông.,Gel from single-use packets is recommended over bottled ultrasound gel.,実際には静脈に穿刺されていなくても，針が静脈の内腔に入っているように見えることがある。プチッと弾けるような感覚を感じるか，カテーテルチャンバー内の逆血がみられるまで，超音波ガイド下に静脈内へ進め続ける。
Chống chỉ định tuyệt đối,Absolute contraindications,絶対的禁忌
Chống chỉ định tương đối,Relative contraindications,相対的禁忌
"Có một số chống chỉ định tương đối đối với việc sử dụng một số vị trí nhất định     Chống chỉ định  Trong đặt ống thông tĩnh mạch ngoại biện, một ống thông bằng nhựa (canun) được đưa vào tĩnh mạch ngoại biên, thường sử dụng một thiết bị catheter qua kim. Đặt ống thông tĩnh mạch ngoại biên...  đọc thêm      để đặt đường truyền tĩnh mạch, nhưng khi đã xác định được vị trí thích hợp thì không có chống chỉ định sử dụng siêu âm.","There are some relative contraindications to using certain sites     Contraindications  In peripheral vein cannulation, a plastic catheter (cannula) is inserted into a peripheral vein, typically using a catheter-over-needle device. Peripheral vein cannulation is the most common...  read more      for IV placement, but once an appropriate site is identified, there are no contraindications to use of ultrasonography.",静脈内へのカテーテル留置には 特定の部位を使用することへの相対的禁忌     禁忌  末梢静脈カテーテル挿入では，一般的にはカテーテル（外筒）付きの注射針を用いて，プラスチック製のカテーテル（カニューレ）を末梢静脈に挿入する。 末梢静脈カテーテル挿入は最も一般的な 血管確保方法であり，医療チームの多くのメンバーによって行われる。 装置があり，訓練を受けたスタッフがいる場合は， 超音波ガイド下に実施することで末梢静脈（特に深部の触知不能な静脈）へのカテーテル挿入が容易になる。...  さらに読む     がいくつかあるが，適切な部位が同定されれば，超音波診断装置を使用することへの禁忌はない。
"Có một số biến chứng khi đặt đường truyền tĩnh mạch     Các biến chứng  Trong đặt ống thông tĩnh mạch ngoại biện, một ống thông bằng nhựa (canun) được đưa vào tĩnh mạch ngoại biên, thường sử dụng một thiết bị catheter qua kim. Đặt ống thông tĩnh mạch ngoại biên...  đọc thêm     , nhưng những biến chứng này không liên quan đến việc sử dụng siêu âm.","There are some complications of IV placement     Complications  In peripheral vein cannulation, a plastic catheter (cannula) is inserted into a peripheral vein, typically using a catheter-over-needle device. Peripheral vein cannulation is the most common...  read more     , but these are unrelated to use of ultrasonography.",静脈内カテーテル留置の合併症     合併症  末梢静脈カテーテル挿入では，一般的にはカテーテル（外筒）付きの注射針を用いて，プラスチック製のカテーテル（カニューレ）を末梢静脈に挿入する。 末梢静脈カテーテル挿入は最も一般的な 血管確保方法であり，医療チームの多くのメンバーによって行われる。 装置があり，訓練を受けたスタッフがいる場合は， 超音波ガイド下に実施することで末梢静脈（特に深部の触知不能な静脈）へのカテーテル挿入が容易になる。...  さらに読む     はいくつかあるが，これらは超音波診断装置の使用とは無関係である。
