vi,en,ja
"Tổn thương phổi do thở máy (VALI), đôi khi được gọi là tổn thương phổi do máy thở, là tổn thương phế nang và/hoặc đường thở nhỏ liên quan đến thông khí cơ học. Các cơ chế có thể bao gồm sự căng phồng của phế nang (tức là chấn thương thể tích) và các lực tạo ra bởi sự mở và xẹp lại của phế nang (tức là xẹp phổi chấn thương), dẫn đến việc giải phóng các chất trung gian gây viêm, tích tụ dịch, giảm surfactant.","Ventilator-associated lung injury (VALI), sometimes termed ventilator-induced lung injury, is alveolar and/or small airway injury related to mechanical ventilation. Possible mechanisms include alveolar overdistention (ie, volutrauma) and the shear forces created by repetitive opening and collapse of alveoli (ie, atelectotrauma), leading to release of inflammatory mediators resulting in increased alveolar permeability, fluid accumulation, and loss of surfactant.",相対的に動けない状態が続くため，静脈血栓塞栓症（例， 深部静脈血栓症     深部静脈血栓症（DVT）  深部静脈血栓症（DVT）とは，四肢（通常は腓腹部または大腿部）または骨盤の深部静脈で血液が凝固する病態である。DVTは肺塞栓症の第1の原因である。DVTは，静脈還流を阻害する病態，内皮の損傷または機能不全を来す病態，または凝固亢進状態を引き起こす病態によって発生する。DVTは無症状の場合もあるが，四肢に疼痛および腫脹が生じる場合もあり，肺塞栓症が直接の合併症の1つである。診断は病歴聴取と身体診察で行われ，客観的検査法（典型的にはdupl...  さらに読む        ， 肺塞栓症     肺塞栓症（PE）  肺塞栓症とは，典型的には下肢または骨盤の太い静脈など，他の場所で形成された血栓による肺動脈の閉塞である。肺塞栓症の危険因子は，静脈還流を障害する状態，血管内皮の障害または機能不全を引き起こす状態，および基礎にある凝固亢進状態である。肺塞栓症の症状は非特異的であり，呼吸困難，胸膜性胸痛などに加え，より重症例では，ふらつき，失神前状態，失神，...  さらに読む        ），皮膚の破綻，および 無気肺     無気肺  無気肺は，肺組織の容量減少を伴う虚脱である。無気肺が広範囲に及ぶと，呼吸困難または呼吸不全を起こすことがある。肺炎を発症することもある。無気肺は通常症状を伴わないが，低酸素血症および胸膜性胸痛を呈する症例もある。診断は胸部X線による。治療として，咳嗽および深呼吸の維持，ならびに原因そのものの治療がある。 以下によって，肺胞のような開放気腔が自然に虚脱しようとする力に対抗している：...  さらに読む        のリスクが増加する。
"Nếu hạ huyết áp cấp xuất hiện ở bệnh nhân thở máy, đặc biệt khi đi cùng với nhịp tim nhanh và/hoặc tăng áp lực đỉnh thở vào, phải luôn xem có tràn khí màng phổi áp lực     Tràn khí màng phổi áp lực  Tràn khí màng phổi áp lực là sự tích tụ khí trong khoang màng phổi dưới áp lực, chèn ép phổi và làm cản trở tĩnh mạch về tim. (Xem thêm Tổng quan về Chấn thương ngực.) Tràn khí màng phổi dưới...  đọc thêm         không; bệnh nhân có những dấu hiện như vậy cần phải được khám tim phổi và chụp X-quang ngực ngay lập tức (hoặc điều trị ngay nếu khám khẳng định chẩn đoán). Tuy nhiên, thông thường, hạ huyết áp là kết quả của mất trương lực giao cảm gây ra bởi thuốc an thần hoặc thuốc opioid được sử dụng để đặt nội khí quản và thông khí. Hạ huyết áp cũng có thể là do sự giảm trở về của tĩnh mạch do tăng cao áp lực trong lồng ngực ở bệnh nhân có PEEP cao hoặc ở những bệnh nhân có PEEP nội sinh cao do hen hoặc COPD. Nếu không có phát hiện lâm sàng nào cho thấy tràn khí màng phổi áp lực và nếu nguyên nhân liên quan đến thở máy gây ra hạ huyết áp là có thể xảy ra, trong khi chờ chụp X-quang ngực, bệnh nhân có thể ngắt kết nối khỏi máy thở và nhẹ nhàng bóp bóng bằng tay với tốc độ từ 2 đến 3 lần/phút với 100% oxy trong khi truyền dịch (ví dụ, 500 đến 1000 mL dung dịch muối 0,9% ở người lớn, 20 mL/kg ở trẻ em). Một sự cải tiến ngay lập tức cho thấy nguyên nhân liên quan đến thông khí, và các thiết lập máy thở nên được điều chỉnh cho phù hợp.","If acute hypotension develops in a mechanically ventilated patient, particularly when it is accompanied by tachycardia and/or a sudden increase in peak inspiratory pressure, tension pneumothorax     Pneumothorax (Tension)  Tension pneumothorax is accumulation of air in the pleural space under pressure, compressing the lungs and decreasing venous return to the heart. (See also Overview of Thoracic Trauma.) Tension...  read more         must always be considered; patients with such findings should immediately have a chest examination and a chest x-ray (or immediate treatment if examination is confirmatory). More commonly, however, hypotension is a result of sympathetic lysis caused by sedatives or opioids used to facilitate intubation and ventilation. Hypotension can also be caused by decreased venous return due to high intrathoracic pressure in patients receiving high levels of PEEP or in those with high levels of intrinsic PEEP due to asthma or COPD. If there are no physical findings suggesting tension pneumothorax, and if ventilation-related causes of hypotension are a possible etiology, pending a portable chest x-ray, the patient may be disconnected from the ventilator and gently bagged manually at 2 to 3 breaths/minute with 100% oxygen while fluids are infused (eg, 500 to 1000 mL of 0.9% saline in adults, 20 mL/kg in children). An immediate improvement suggests a ventilation-related cause, and ventilator settings should be adjusted accordingly.",多くの病院には合併症を減らすための標準化されたプロトコルが存在する。ベッドの頭側を30°よりも上昇させると人工呼吸器関連肺炎のリスクが減少し，また，ルーチンに2時間毎に体位変換を行うと皮膚の損傷のリスクが減少する（褥瘡の予防     予防  褥瘡（pressure ulcer）とは，骨突出部と体外の硬い表面の間で軟部組織が圧迫された領域に生じる壊死および潰瘍である。持続的な機械的圧迫に摩擦，ずれ力，湿潤が組み合わさって生じる。危険因子としては，年齢65歳以上，循環および組織灌流の障害，体動不能，低栄養，感覚低下，失禁などがある。重症度としては，圧迫しても消退しない皮膚の紅斑か...  さらに読む        を参照）。機械的人工換気を受けている全ての患者に，深部静脈血栓症の予防を行うべきであり，ヘパリン5000単位を1日2回または3回皮下投与するか低分子ヘパリンを使用し，ヘパリンが禁忌の場合は連続圧迫装置（Sequential compression device［SCD］）を用いる。消化管出血を予防するために，ヒスタミンH2受容体拮抗薬（例，ファモチジン20mg，経腸もしくは静注で1日2回）またはスクラルファート（1g，経腸で1日4回）を投与すべきである。プロトンポンプ阻害薬は，もともと適応があった患者，または活動性出血を有する患者のみに用いるべきである。ルーチンの栄養評価は必須であり，機械的人工換気の持続使用が予想される場合，経管栄養を開始すべきである。
"Bất động tương đối làm tăng nguy cơ bị bệnh thuyên tắc huyết khối tĩnh mạch (ví dụ, huyết khối tĩnh mạch sâu     Huyết khối tĩnh mạch sâu (DVT)  Huyết khối tĩnh mạch sâu (DVT) là tình trạng máu đông ở tĩnh mạch sâu (thường là bắp chân hoặc đùi) hoặc vùng chậu. DVT là nguyên nhân chính gây thuyên tắc mạch phổi. DVT là hậu quả của tình...  đọc thêm        , thuyên tắc mạch phổi     Thuyên tắc động mạch phổi (PE)  Thuyên tắc động mạch phổi (PE) là tắc nghẽn nhánh động mạch phổi do huyết khối xuất phát từ nơi khác, điển hình là ở tĩnh mạch lớn ở chân hoặc khung chậu. Các yếu tố nguy cơ gây thuyên tắc động...  đọc thêm        ), tổn thương da và xẹp phổi     Xẹp phổi  Xẹp phổi là hiện tượng xẹp nhu mô phổi đi kèm với giảm thể tích. Bệnh nhân có thể bị khó thở hoặc suy hô hấp nếu xẹp phổi lớn. Họ cũng có thể bị viêm phổi. Xẹp phổi thường không có triệu chứng...  đọc thêm        .","Relative immobility increases the risk of venous thromboembolic disease (eg, deep venous thrombosis     Deep Venous Thrombosis (DVT)  Deep venous thrombosis (DVT) is clotting of blood in a deep vein of an extremity (usually calf or thigh) or the pelvis. DVT is the primary cause of pulmonary embolism. DVT results from conditions...  read more        , pulmonary embolism     Pulmonary Embolism (PE)  Pulmonary embolism (PE) is the occlusion of pulmonary arteries by thrombi that originate elsewhere, typically in the large veins of the legs or pelvis. Risk factors for pulmonary embolism are...  read more        ), skin breakdown, and atelectasis     Atelectasis  Atelectasis is collapse of lung tissue with loss of volume. Patients may have dyspnea or respiratory failure if atelectasis is extensive. They may also develop pneumonia. Atelectasis is usually...  read more        .",機械的人工換気の合併症を減少させる最も効果的な方法は，継続期間を制限することである。毎日「鎮静の中断」を行い自発呼吸を試みることは， 人工呼吸器によるサポートから離脱     機械的人工換気からの離脱  換気補助を停止する最善の方法は，徐々に換気補助のレベルを下げること（ウィーニング）ではなく，呼吸不全の原因を系統的に特定し，取り除くことである。 （ 機械的人工換気の概要も参照のこと。） この目標が達成されると，人工呼吸器の必要はなくなる。しかしながら，原因が存在し続けるか回復が不完全な場合，必要な換気補助のレベルを下げることによって回復が遅れる可能性が高くなる。 同期式間欠的強制換気（SIMV）を用いながら呼吸数を徐々に減らすのに比べ...  さらに読む     できる時期の目安を判断するのに役に立つ。
"Suy hô hấp cấp giảm oxy máu được định nghĩa là tình trạng giảm oxy máu nặng (PaO2 < 60 mmHg) mà không có tăng CO2 máu. Nguyên nhân là do dòng máu trong phổi bị tắc nghẽn dẫn đến thông khí-tưới máu (V/Q) không phù hợp do phế nang bị lấp đầy hoặc xẹp (ví dụ, phù phổi do tim hoặc không do tim, viêm phổi, xuất huyết phổi) hoặc có thể là bệnh đường thở (ví dụ, đôi khi hen suyễn, COPD); hoặc do shunt máu trong tim từ tuần hoàn bên phải sang bên trái. Các triệu chứng bao gồm khó thở và thở nhanh. Chẩn đoán dựa vào khí máu và chụp X-quang ngực. Việc điều trị thường đòi hỏi thông khí cơ học.","Acute hypoxemic respiratory failure is defined as severe hypoxemia (PaO2 < 60 mmHg) without hypercapnia. It is caused by intrapulmonary shunting of blood with resulting in ventilation-perfusion (V/Q) mismatch due to airspace filling or collapse (eg, cardiogenic or non-cardiogenic pulmonary edema, pneumonia, pulmonary hemorrhage) or possibly airway disease (eg, sometimes asthma, COPD); or by intracardiac shunting of blood from the right- to the left-sided circulation. Findings include dyspnea and tachypnea. Diagnosis is by arterial blood gas measurement and chest x-ray. Treatment usually requires mechanical ventilation.",急性低酸素血症性呼吸不全は，酸素投与に反応しない重症の動脈血低酸素血症である。これは，気腔への体液貯留または虚脱（例，左室不全による肺水腫，急性呼吸窮迫症候群）に起因する血液の肺内短絡，または血液を右から左へ循環させる心内短絡によって引き起こされる。所見には呼吸困難および頻呼吸などがある。診断は動脈血ガス測定および胸部X線による。通常，治療には機械的人工換気が必要となる。
"(Xem thêm Tổng quan về thông khí cơ học     Tổng quan về thông khí cơ học  Thông khí cơ học có thể Không xâm lấn, liên quan đến các loại mặt nạ Xâm nhập, bao gồm đặt nội khí quản Lựa chọn và sử dụng các kỹ thuật thích hợp đòi hỏi sự hiểu biết về cơ học hô hấp. Có nhiều...  đọc thêm     )","(See also Overview of Mechanical Ventilation     Overview of Mechanical Ventilation  Mechanical ventilation can be Noninvasive, involving various types of face masks Invasive, involving endotracheal intubation Selection and use of appropriate techniques require an understanding...  read more     .)",（機械的人工換気の概要     機械的人工換気の概要  機械的人工換気には以下の種類がある： 非侵襲的，様々な種類のフェイスマスクを使用する 侵襲的， 気管挿管を伴う 適切な手法の選択および使用には呼吸力学の理解が必要である。 気管挿管および機械的人工換気の適応は極めて多彩であるが（ 気道管理が必要となる状況の表を参照），一般には，気道の確保または十分な酸素化もしくは換気の維持が困難であることを示す徴候が臨床的または臨床検査により認められる場合に，機械的人工換気を考慮すべきである。  さらに読む     も参照のこと。）
"Tăng áp lực mao mạch phế nang, như xảy ra trong suy thất trái     Suy tim (HF)  Suy tim (HF) là một hội chứng rối loạn chức năng tâm thất. Suy thất trái (LV) gây khó thở và mệt mỏi và suy thất phải (RV) gây tích tụ dịch ngoại vi và tích tụ dịch trong ổ bụng; các tâm thất...  đọc thêm         (nguyên nhân phù phổi     Phù phổi  Phù phổi là tình trạng suy tim trái nặng và cấp tính gây tăng áp tĩnh mạch phổi và tràn dịch vào các phế nang. Triệu chứng lâm sàng bao gồm khó thở nhiều, vã mồ hôi, tiếng thở rít, và đôi khi...  đọc thêm        ) hoặc tăng thể tích tuần hoàn","Elevated alveolar capillary hydrostatic pressure, as occurs in left ventricular failure     Heart Failure (HF)  Heart failure (HF) is a syndrome of ventricular dysfunction. Left ventricular (LV) failure causes shortness of breath and fatigue, and right ventricular (RV) failure causes peripheral and abdominal...  read more         (causing pulmonary edema     Pulmonary Edema  Pulmonary edema is acute, severe left ventricular failure with pulmonary venous hypertension and alveolar flooding. Findings are severe dyspnea, diaphoresis, wheezing, and sometimes blood-tinged...  read more        ) or hypervolemia",毛細血管静水圧の上昇， 左室不全     心不全  心不全は心室機能障害により生じる症候群である。左室不全では息切れと疲労が生じ，右室不全では末梢および腹腔への体液貯留が生じる；左右の心室が同時に侵されることもあれば，個別に侵されることもある。最初の診断は臨床所見に基づいて行い，胸部X線，心エコー検査，および血漿ナトリウム利尿ペプチド濃度を裏付けとする。治療法としては，患者教育，利尿薬，ア...  さらに読む        （肺水腫     肺水腫  肺水腫は，肺静脈性肺高血圧と肺胞内の液貯留（alveolar flooding）を伴った重度の急性左室不全である。所見は，重度の呼吸困難，発汗，喘鳴，ときに泡沫状の血痰である。診断は臨床的に行われ，胸部X線による。治療には酸素，硝酸薬静注，利尿薬のほか，ときにモルヒネを使用するとともに，駆出率が低下した心不全患者には，短期間の陽性変力薬の静注と補助換気（気管挿管と機械的人工換気または二相性陽圧換気）を行う。...  さらに読む        を引き起こす）または循環血液量増加時などにみられる
"Tăng tính thấm màng phế nang mao mạch, như xảy ra trong bất kỳ điều kiện nào dẫn đến hội chứng suy hô hấp cấp (ARDS)","Increased alveolar capillary permeability, as occurs in any of the conditions predisposing to acute respiratory distress syndrome (ARDS)",毛細血管透過性の亢進，急性呼吸窮迫症候群（ARDS）の原因となる病態でみられる
"Máu (như xuất huyết phế nang lan tỏa     Xuất huyết phế nang lan tỏa  Sự xuất huyết phế nang lan tỏa là xuất huyết phổi dai dẳng hoặc tái phát. Có rất nhiều nguyên nhân, nhưng rối loạn tự miễn là phổ biến nhất. Hầu hết các bệnh nhân có khó thở, ho, ho ra máu,...  đọc thêm        ) hoặc dịch rỉ viêm (như xảy ra trong viêm phổi     Tổng quan về Viêm phổi  Viêm phổi là tình trạng viêm cấp tính của phổi do nhiễm trùng. Chẩn đoán ban đầu thường dựa trên chụp X-quang phổi và các dấu hiệu lâm sàng. Nguyên nhân, triệu chứng, điều trị, các biện pháp...  đọc thêm      hoặc các bệnh phổi viêm khác)","Blood (as occurs in diffuse alveolar hemorrhage     Diffuse Alveolar Hemorrhage  Diffuse alveolar hemorrhage is persistent or recurrent pulmonary hemorrhage that originates from the lung parenchyma (ie, the alveoli) as opposed to the airways. There are numerous causes, but...  read more        ) or inflammatory exudates (as occur in pneumonia     Overview of Pneumonia  Pneumonia is acute inflammation of the lungs caused by infection. Initial diagnosis is usually based on chest x-ray and clinical findings. Causes, symptoms, treatment, preventive measures, and...  read more      or other inflammatory lung conditions)",血液（びまん性肺胞出血     びまん性肺胞出血  びまん性肺胞出血は持続性または再発性の肺出血である。数多くの原因があるが，自己免疫疾患が最も一般的である。患者の多くは呼吸困難，咳嗽，喀血，および胸部画像検査において新しい肺胞浸潤影を呈する。疑いのある原因に対して診断検査を行う。治療は，自己免疫性の原因をもつ患者に対しては免疫抑制薬によって行い，また必要があれば呼吸補助を行う。...  さらに読む        などでみられる）または炎症性滲出液（肺炎     肺炎の概要  肺炎は，感染によって引き起こされる肺の急性炎症である。初期診断は通常，胸部X線および臨床所見に基づいて行う。 原因，症状，治療，予防策，および予後は，その感染が細菌性，抗酸菌性，ウイルス性，真菌性，寄生虫性のいずれであるか，市中または院内のいずれで発生したか，機械的人工換気による治療を受けている患者に発生したかどうか，ならびに患者が免疫能...  さらに読む     もしくは他の炎症性肺疾患でみられる）
Hít phải dịch axit,Acid aspiration,胃酸の誤嚥
"Viêm phổi     Tổng quan về Viêm phổi  Viêm phổi là tình trạng viêm cấp tính của phổi do nhiễm trùng. Chẩn đoán ban đầu thường dựa trên chụp X-quang phổi và các dấu hiệu lâm sàng. Nguyên nhân, triệu chứng, điều trị, các biện pháp...  đọc thêm","Pneumonia     Overview of Pneumonia  Pneumonia is acute inflammation of the lungs caused by infection. Initial diagnosis is usually based on chest x-ray and clinical findings. Causes, symptoms, treatment, preventive measures, and...  read more",肺炎     肺炎の概要  肺炎は，感染によって引き起こされる肺の急性炎症である。初期診断は通常，胸部X線および臨床所見に基づいて行う。 原因，症状，治療，予防策，および予後は，その感染が細菌性，抗酸菌性，ウイルス性，真菌性，寄生虫性のいずれであるか，市中または院内のいずれで発生したか，機械的人工換気による治療を受けている患者に発生したかどうか，ならびに患者が免疫能...  さらに読む
"Tắc mạch ối     Tắc mạch ối  Những nguồn thuyên tắc động mạch phổi không do huyết khối gồm không khí, mỡ, dịch màng ối, vật liệu bị nhiễm khuẩn, dị vật ngoài cơ thể và khối u. Thuyên tắc động mạch phổi (PE) có thể phát...  đọc thêm","Amniotic fluid embolism     Amniotic fluid embolism  Nonthrombotic sources of pulmonary embolism include air, fat, amniotic fluid, infected material, foreign bodies, tumors, and orthopedic cement. Pulmonary embolism (PE) can arise from nonthrombotic...  read more",羊水塞栓症     羊水塞栓症  肺塞栓症の非血栓性の原因には，空気，脂肪，羊水，感染物質，異物，および腫瘍などがある。 肺塞栓症（PE）は血栓以外の原因でも起こりうる。非血栓性の原因によるPEは， 血栓性PEとは異なる臨床症候群を引き起こす。診断は通常一部または完全に，臨床基準（特に患者のリスクなど）に基づいて行われる。治療には支持療法などがある。 空気塞栓症は，多量の空気が体静脈または右心系に入り，それが肺動脈系に移動することにより生じる。肺の流出路が閉塞し，急速に...  さらに読む
"Xuất huyết phế nang lan tỏa     Xuất huyết phế nang lan tỏa  Sự xuất huyết phế nang lan tỏa là xuất huyết phổi dai dẳng hoặc tái phát. Có rất nhiều nguyên nhân, nhưng rối loạn tự miễn là phổ biến nhất. Hầu hết các bệnh nhân có khó thở, ho, ho ra máu,...  đọc thêm","Diffuse alveolar hemorrhage     Diffuse Alveolar Hemorrhage  Diffuse alveolar hemorrhage is persistent or recurrent pulmonary hemorrhage that originates from the lung parenchyma (ie, the alveoli) as opposed to the airways. There are numerous causes, but...  read more",びまん性肺胞出血     びまん性肺胞出血  びまん性肺胞出血は持続性または再発性の肺出血である。数多くの原因があるが，自己免疫疾患が最も一般的である。患者の多くは呼吸困難，咳嗽，喀血，および胸部画像検査において新しい肺胞浸潤影を呈する。疑いのある原因に対して診断検査を行う。治療は，自己免疫性の原因をもつ患者に対しては免疫抑制薬によって行い，また必要があれば呼吸補助を行う。...  さらに読む
"Đuối nước     Đuối nước  Đuối nước là tình trạng suy hô hấp do bị chìm trong môi trường lỏng. Nó có thể không tử vong (trước đây gọi là gần chết đuối) hoặc tử vong. Đuối nước gây ra tình trạng giảm oxy máu, có thể làm...  đọc thêm","Drowning     Drowning  Drowning is respiratory impairment resulting from submersion in a liquid medium. It can be nonfatal (previously called near drowning) or fatal. Drowning results in hypoxia, which can damage...  read more",溺水     溺水  溺水は液体への水没に起因する呼吸障害である。非致死性（以前はnear drowningと呼ばれた）の場合と致死性の場合がある。溺水により低酸素症が生じ，複数の臓器，特に脳が損傷する可能性がある。治療は，呼吸停止，心停止，低酸素症，低換気，および低体温からの回復を含めた支持療法による。...  さらに読む
"Tắc mạch do mỡ     Tắc mạch do mỡ  Những nguồn thuyên tắc động mạch phổi không do huyết khối gồm không khí, mỡ, dịch màng ối, vật liệu bị nhiễm khuẩn, dị vật ngoài cơ thể và khối u. Thuyên tắc động mạch phổi (PE) có thể phát...  đọc thêm","Fat embolism     Fat embolism  Nonthrombotic sources of pulmonary embolism include air, fat, amniotic fluid, infected material, foreign bodies, tumors, and orthopedic cement. Pulmonary embolism (PE) can arise from nonthrombotic...  read more",脂肪塞栓症     脂肪塞栓症  肺塞栓症の非血栓性の原因には，空気，脂肪，羊水，感染物質，異物，および腫瘍などがある。 肺塞栓症（PE）は血栓以外の原因でも起こりうる。非血栓性の原因によるPEは， 血栓性PEとは異なる臨床症候群を引き起こす。診断は通常一部または完全に，臨床基準（特に患者のリスクなど）に基づいて行われる。治療には支持療法などがある。 空気塞栓症は，多量の空気が体静脈または右心系に入り，それが肺動脈系に移動することにより生じる。肺の流出路が閉塞し，急速に...  さらに読む
Ghép phổi     Ghép phổi và ghép tim-phổi  Ghép phổi hoặc tim-phổi là một lựa chọn cho các bệnh nhân có suy chức năng hô hấp và có nguy cơ tử vong mặc dù đã điều trị tối ưu. (Xem thêm Tổng quan về ghép tạng) Các chỉ định phổ biến nhất...  đọc thêm,Lung transplantation     Lung and Heart-Lung Transplantation  Lung or heart-lung transplantation is an option for patients who have respiratory insufficiency or failure and who remain at risk of death despite optimal medical treatment. (See also Overview...  read more,肺移植     肺移植および心肺同時移植  肺移植または心肺同時移植は，呼吸機能不全または呼吸不全があり，最適な医療にもかかわらず死亡リスクが残る患者における選択肢の1つである。 最も頻度が高い肺移植の適応は以下のものである： COPD 特発性肺線維症 嚢胞性線維症  さらに読む
Dập phổi     Dập phổi  Dập phổi gây chảy máu phổi do chấn thương mà không phải vết thương xuyên thấu. (Xem thêm Tổng quan về Chấn thương ngực.) Đụng dập phổi là tổn thương ngực thông thường có thể gây tử vong do chấn...  đọc thêm,Pulmonary contusion     Pulmonary Contusion  Pulmonary contusion is trauma-induced lung hemorrhage and edema without laceration. (See also Overview of Thoracic Trauma.) Pulmonary contusion is a common and potentially lethal chest injury...  read more,肺挫傷     肺挫傷  肺挫傷は外傷に起因する肺出血および肺水腫で裂傷がないものである。 （ 胸部外傷の概要も参照のこと。） 肺挫傷はよくみられるものであり，重大な鈍的または穿通性胸部外傷による，死に至る可能性のある胸部損傷である。 肋骨骨折， 気胸，またはその他の胸部損傷を伴う場合がある。大きな挫傷は酸素化を障害する可能性がある。晩期合併症は，肺炎およびときに 急性呼吸窮迫症候群（ARDS）などである。...  さらに読む
"Tổn thương đương thở do hít phải khí     Tổn thương đương thở do hít phải khí  Các chất gây kích ứng là những chất khi hít phải hòa tan trong nước niêm mạc đường hô hấp và gây phản ứng viêm, thường là do sự phóng thích các gốc axit hoặc kiềm. Tiếp xúc với chất khí gây...  đọc thêm","Irritant gas inhalation     Irritant Gas Inhalation Injury  Irritant gas inhalation injury is the result of inhalation of gases which, when inhaled, dissolve in the water of the respiratory tract mucosa and cause an inflammatory response. Irritant gas...  read more",刺激性ガス吸入     刺激性ガス吸入傷害  刺激性ガスとは，吸入されると気道粘膜内の液体に溶解し，通常酸性またはアルカリ性のラジカルの放出により炎症反応を引き起こすものである。刺激性ガスへの曝露は主に気道を侵し，気管炎，気管支炎，および細気管支炎を引き起こす。吸入により傷害を起こすその他の物質には，直接的に有害であるもの（例， シアン化物， 一酸化炭素）と，単純に酸素と置き換わり窒息を引き起こすことで害をもたらすものがある（例，メタン，二酸化炭素）。...  さらに読む
"Nhiễm khuẩn huyết     Nhiễm khuẩn huyết và sốc nhiễm khuẩn  Nhiễm khuẩn huyết là một hội chứng lâm sàng của rối loạn chức năng cơ quan đe dọa đến tính mạng gây ra bởi một đáp ứng không điều chỉnh được với nhiễm trùng. Trong sốc nhiễm khuẩn, có sự giảm...  đọc thêm","Sepsis     Sepsis and Septic Shock  Sepsis is a clinical syndrome of life-threatening organ dysfunction caused by a dysregulated response to infection. In septic shock, there is critical reduction in tissue perfusion; acute failure...  read more",敗血症     敗血症および敗血症性ショック  敗血症は，感染症への反応が制御不能に陥ることで生命を脅かす臓器機能障害が生じる臨床症候群である。敗血症性ショックでは，組織灌流が危機的に減少する；肺，腎臓，肝臓をはじめとする急性多臓器不全が起こる場合もある。免疫能が正常な患者における敗血症の一般的な原因は，多様なグラム陽性または陰性菌などによる。易感染性患者では，まれな細菌または真菌が原...  さらに読む
Chấn thương với sốc giảm thể tích kéo dài,Trauma with prolonged hypovolemic shock,遷延する循環血液量減少性ショックを伴う外傷
"Ghép tuỷ     Ghép tế bào gốc tạo máu  Ghép tế bào gốc tạo máu (HSC) là một kỹ thuật có những bước tiến nhanh cung cấp một phương pháp điều trị tiềm năng cho các ung thư máu ( bệnh bạch cầu, u lympho, đa u tủy xương) và các rối loạn...  đọc thêm","Bone marrow transplantation     Hematopoietic Stem Cell Transplantation  Hematopoietic stem cell (HSC) transplantation is a rapidly evolving technique that offers a potential cure for hematologic cancers ( leukemias, lymphomas, myeloma) and other hematologic disorders...  read more",骨髄移植     造血幹細胞移植  造血幹細胞（HSC）移植は，造血器悪性腫瘍（ 白血病， リンパ腫， 骨髄腫）および他の血液疾患（例，原発性免疫不全症， 再生不良性貧血， 骨髄異形成）で治癒をもたらす可能性がある手技で，急速に発展しつつある。造血幹細胞移植は，ときに化学療法に反応する固形腫瘍（例，一部の胚細胞腫瘍）に用いられることもある。（ 移植の概要も参照のこと。） 造血幹細胞移植は，以下の機序によって寛解に導く：...  さらに読む
"Dùng thuốc quá liều (ví dụ như aspirin, cocaine, opioid, phenothiazines, thuốc trầm cảm ba vòng)","Drug overdose (eg, aspirin, cocaine, opioids, phenothiazines, tricyclics)",薬物過剰服用（例，アスピリン，コカイン，オピオイド，フェノチアジン系薬剤，三環系抗うつ薬）
"Bỏng     Bỏng  Bỏng là các thương tích của da hoặc các mô khác do tiếp xúc với nhiệt, bức xạ, hóa chất hoặc điện. Bỏng được phân loại theo độ sâu (bỏng dày cục bộ bề mặt và bỏng dày cục bộ sâu, bỏng dày hoàn...  đọc thêm","Burns     Burns  Burns are injuries of skin or other tissue caused by thermal, radiation, chemical, or electrical contact. Burns are classified by depth (superficial and deep partial-thickness, and full-thickness)...  read more",熱傷     熱傷  熱傷とは，熱，放射線，化学物質，または電気の接触によって生じる，皮膚またはその他の組織の損傷である。熱傷は，深度（浅達性［superficial］および深達性［deep］部分層熱傷［partial-thickness］と全層熱傷［full-thickness］）および総体表面積に占める割合に基づいて分類される。合併症および関連する問題には...  さらに読む
Tim phổi nhân tạo,Cardiopulmonary bypass,人工心肺
"Truyền máu số lượng lớn     Các biến chứng của truyền máu  Các biến chứng phổ biến nhất truyền máu là Phản ứng sốt không do tan máu Phản ứng lạnh-rùng mình Các biến chứng nghiêm trọng nhất, với tỷ lệ tử vong rất cao là Phản ứng tan máu cấp tính (AHTR)...  đọc thêm      (> 15 đơn vị)","Massive blood transfusion     Complications of Transfusion  The most common complications of transfusion are Febrile nonhemolytic reactions Chill-rigor reactions The most serious complications, which have very high mortality rates, are Acute hemolytic...  read more      (> 15 units)",大量の輸血     輸血の合併症  輸血の最も頻度の高い合併症は，以下のものである： 発熱性非溶血性反応 悪寒-硬直反応 最も重篤な合併症で，死亡率が非常に高いのは，以下のものである： ABO血液型不適合輸血による急性溶血反応（AHTR）  さらに読む     （15Uを超える）
"Phù phổi thần kinh do đột quỵ, co giật, chấn thương đầu, thiếu oxy máu","Neurogenic pulmonary edema due to stroke, seizure, head trauma, anoxia",脳卒中，痙攣発作，頭部外傷，無酸素症による，神経原性肺水腫
Viêm tụy     Tổng quan về viêm tụy  Viêm tụy được phân loại là cấp tính hoặc mạn tính. Viêm tụy cấp là tình trạng viêm được phát hiện bằng cả lâm sàng và mô học. Viêm tụy mạn tính được đặc trưng bởi các thay đổi mô học mà không...  đọc thêm,Pancreatitis     Overview of Pancreatitis  Pancreatitis is classified as either acute or chronic. Acute pancreatitis is inflammation that resolves both clinically and histologically. Chronic pancreatitis is characterized by histologic...  read more,膵炎     膵炎の概要  膵炎は急性または慢性のいずれかに分類される。 急性膵炎では，炎症が臨床的および組織学的のいずれにおいても消失する。 慢性膵炎は，不可逆的かつ進行性の組織学的変化を特徴とし，膵内外分泌機能に大幅な低下を来す。慢性膵炎患者は，急性疾患の急性増悪（flare-up）を起こすことがある。...  さらに読む
