vi,en,ja
Vòng thắt đoạn dưới thực quản là đoạn chít hẹp niêm mạc từ 2 đến 4 mm gây hẹp đầu xa thực quản như chiếc vòng ở vùng nối vảy - trụ và thường gây khó nuốt.,A lower esophageal ring is a 2- to 4-mm mucosal stricture that causes a ringlike narrowing of the distal esophagus at the squamocolumnar junction that often causes dysphagia.,下部食道輪は2～4mmの粘膜狭窄であり，扁平円柱上皮接合部で下部食道の輪状狭小化を引き起こし，これがしばしば嚥下困難の原因となる。
Vòng thắt đoạn dưới thực quản là đoạn chít hẹp niêm mạc từ 2 đến 4 mm gây hẹp đầu xa thực quản như chiếc vòng ở vùng nối vảy - trụ và thường gây khó nuốt.,A lower esophageal ring is a 2- to 4-mm mucosal stricture that causes a ringlike narrowing of the distal esophagus at the squamocolumnar junction that often causes dysphagia.,下部食道輪は2～4mmの粘膜狭窄であり，扁平円柱上皮接合部で下部食道の輪状狭小化を引き起こし，これがしばしば嚥下困難の原因となる。
"(Xem thêm Tổng quan các tình trạng bất thường ở thực quản và các vấn đề về nuốt     Tổng quan các tình trạng bất thường ở thực quản và các vấn đề về nuốt  Các cơ quan tham gia động tác nuốt bao gồm họng, cơ thắt thực quản trên (nhẫn hầu), thân thực quản và cơ thắt thực quản dưới (LES). Một phần ba trên của thực quản và các cấu trúc gần thực quản...  đọc thêm     .)","(See also Overview of Esophageal and Swallowing Disorders     Overview of Esophageal and Swallowing Disorders  The swallowing apparatus consists of the pharynx, upper esophageal (cricopharyngeal) sphincter, the body of the esophagus, and the lower esophageal sphincter (LES). The upper third of the esophagus...  read more     .)",（食道疾患および嚥下障害の概要     食道疾患および嚥下障害の概要  嚥下器官は，咽頭，上部食道括約筋（輪状咽頭筋），食道体部，および下部食道括約筋（LES）から構成される。食道の上部3分の1とそれより上方の構造は骨格筋で，下部食道とLESは平滑筋で構成されている。これらの構成要素は，食物を口腔から胃に送り込み，食道への逆流を阻止する統合されたシステムとして機能する。このシステムは物理的閉塞または運動機能を...  さらに読む     も参照のこと。）
Nguyên nhân gây vòng thắt thực quản đoạn dưới vẫn còn chưa rõ ràng; các giả thuyết hàng đầu bao gồm bẩm sinh hoặc do trào ngược axit hoặc viêm thực quản do thuốc.,"The etiology of lower esophageal rings is controversial; the leading theories are that they are congenital, or caused by acid reflux or pill-induced esophagitis.",下部食道輪の病因には議論があるが，主な仮説としては，先天性，酸逆流症，薬剤性食道炎説などが想定されている。
"Những vòng này gây khó nuốt     Khó nuốt  Khó nuốt là tình trạng khó khăn khi nuốt. Tình trạng này xuất phát từ quá trình vận chuyển đồ lỏng, đồ đặc, hoặc cả hai từ họng đến dạ dày bị đình trệ. Không nên nhầm lẫn khó nuốt với cảm giác...  đọc thêm      gián đoạn với đồ đặc. Các triệu chứng có thể bắt đầu ở bất kỳ độ tuổi nào nhưng thường không khởi phát cho đến khi 25 tuổi. Khó nuốt xuất hiện theo từng đợt và đặc biệt là khó ăn thịt hoặc bánh mì khô. Các triệu chứng thường chỉ xảy ra khi lòng thực quản có đường kính < 12 mm và không bao giờ xảy ra khi đường kính > 20 mm.","These rings cause intermittent dysphagia     Dysphagia  Dysphagia is difficulty swallowing. The condition results from impeded transport of liquids, solids, or both from the pharynx to the stomach. Dysphagia should not be confused with globus sensation...  read more      for solids. Symptoms can begin at any age but usually do not begin until after age 25. The swallowing difficulty comes and goes and is especially aggravated by meat and dry bread. Symptoms usually occur only when the esophageal lumen is < 12 mm in diameter and never when it is > 20 mm.",食道輪により間欠的に固形物の 嚥下困難     嚥下困難  嚥下困難とは，嚥下が困難になった状態である。この病態は，咽頭から胃への液体，固形物，またはその両方の輸送阻害に起因する。嚥下困難を球感覚と混同してはならず， 球感覚は咽喉に塊があるような異常感覚であり，嚥下障害ではなく，輸送障害も生じない。 （ 食道疾患および嚥下障害の概要も参照のこと。） 嚥下器官は，咽頭，上部食道括約筋（輪状咽頭筋），食道体部，および下部食道括約筋（LES）で構成される。食道の上部3分の1とそれより上方の構造は骨格筋...  さらに読む     が引き起こされる。発症はいずれの年齢でもみられるが，通常は25歳以降までみられない。嚥下困難の症状は出現と消失を繰り返し，特に肉や乾燥したパンを摂食する際に悪化する。症状は通常，食道腔の内径が12mm未満になった場合にのみ出現し，20mm以上では認められない。
"Thông thường, đánh giá khó nuốt     Xét nghiệm  Khó nuốt là tình trạng khó khăn khi nuốt. Tình trạng này xuất phát từ quá trình vận chuyển đồ lỏng, đồ đặc, hoặc cả hai từ họng đến dạ dày bị đình trệ. Không nên nhầm lẫn khó nuốt với cảm giác...  đọc thêm      bắt đầu bằng nội soi đường tiêu hóa trên, có thể cho thấy hình ảnh một vòng thắt đủ lớn để gây ra các triệu chứng. Nếu đầu xa thực quản bị giãn vừa đủ, chụp cản quang barium cũng thường cho thấy hình ảnh vòng thắt.","Typically, evaluation of dysphagia     Testing  Dysphagia is difficulty swallowing. The condition results from impeded transport of liquids, solids, or both from the pharynx to the stomach. Dysphagia should not be confused with globus sensation...  read more      begins with upper endoscopy, which should show a ring large enough to cause symptoms. If the distal esophagus is adequately distended, barium x-rays usually also show the ring.",嚥下困難の評価     検査  嚥下困難とは，嚥下が困難になった状態である。この病態は，咽頭から胃への液体，固形物，またはその両方の輸送阻害に起因する。嚥下困難を球感覚と混同してはならず， 球感覚は咽喉に塊があるような異常感覚であり，嚥下障害ではなく，輸送障害も生じない。 （ 食道疾患および嚥下障害の概要も参照のこと。） 嚥下器官は，咽頭，上部食道括約筋（輪状咽頭筋），食道体部，および下部食道括約筋（LES）で構成される。食道の上部3分の1とそれより上方の構造は骨格筋...  さらに読む     は典型的には上部消化管内視鏡検査から開始し，そこで症状を引き起こすのに十分な大きさの輪が確認されるはずである。下部食道が十分に拡張すれば，通常はバリウムによるX線撮影でも輪が描出される。
"Hướng dẫn bệnh nhân nhai thức ăn thật kỹ thường là phương pháp duy nhất cần làm để làm rộng vòng thắt, nhưng vòng thắt ở nơi thực quản có lòng hẹp sẽ cần phải nong bằng nội soi hoặc bằng ống thông. Hiếm khi cần phẫu thuật cắt bỏ.","Instructing the patient to chew food thoroughly is usually the only treatment required in wider rings, but narrow-lumen rings require dilation by endoscopy or bougienage. Surgical resection is rarely required.",比較的広い輪に対しては，通常は患者に食物を徹底的に噛むよう指導することが唯一必要な治療となるが，内腔の狭い輪には内視鏡検査またはブジー操作による拡張が必要である。外科的切除が必要になることはまれである。
"Hội chứng Mallory-Weiss là một vết rách niêm mạc không xuyên thấu ở thực quản đầu xa và dạ dày đầu gần do nôn ói, nôn khan hoặc nấc gây ra.","Mallory-Weiss syndrome is a nonpenetrating mucosal laceration of the distal esophagus and proximal stomach caused by vomiting, retching, or hiccuping.",マロリー-ワイス症候群は，嘔吐，レッチング，または吃逆に起因する下部食道および近位胃の非穿孔性粘膜裂傷である。
"Hội chứng Mallory-Weiss là một vết rách niêm mạc không xuyên thấu ở thực quản đầu xa và dạ dày đầu gần do nôn ói, nôn khan hoặc nấc gây ra.","Mallory-Weiss syndrome is a nonpenetrating mucosal laceration of the distal esophagus and proximal stomach caused by vomiting, retching, or hiccuping.",マロリー-ワイス症候群は，嘔吐，レッチング，または吃逆に起因する下部食道および近位胃の非穿孔性粘膜裂傷である。
"(Xem thêm Tổng quan các tình trạng bất thường ở thực quản và các vấn đề về nuốt     Tổng quan các tình trạng bất thường ở thực quản và các vấn đề về nuốt  Các cơ quan tham gia động tác nuốt bao gồm họng, cơ thắt thực quản trên (nhẫn hầu), thân thực quản và cơ thắt thực quản dưới (LES). Một phần ba trên của thực quản và các cấu trúc gần thực quản...  đọc thêm     .)","(See also Overview of Esophageal and Swallowing Disorders     Overview of Esophageal and Swallowing Disorders  The swallowing apparatus consists of the pharynx, upper esophageal (cricopharyngeal) sphincter, the body of the esophagus, and the lower esophageal sphincter (LES). The upper third of the esophagus...  read more     .)",（食道疾患および嚥下障害の概要     食道疾患および嚥下障害の概要  嚥下器官は，咽頭，上部食道括約筋（輪状咽頭筋），食道体部，および下部食道括約筋（LES）から構成される。食道の上部3分の1とそれより上方の構造は骨格筋で，下部食道とLESは平滑筋で構成されている。これらの構成要素は，食物を口腔から胃に送り込み，食道への逆流を阻止する統合されたシステムとして機能する。このシステムは物理的閉塞または運動機能を...  さらに読む     も参照のこと。）
"Được mô tả ban đầu ở những bệnh nhân bị rối loạn sử dụng rượu, hội chứng Mallory-Weiss có thể xảy ra ở bất kỳ bệnh nhân nào nôn mạnh. Đó là nguyên nhân gây ra khoảng 5% đợt xuất huyết đường tiêu hoá (GI) trên. Vết rách cũng có thể kèm theo đau ở ngực dưới.","Initially described in patients with alcohol use disorder, Mallory-Weiss syndrome can occur in any patient who vomits forcefully. It is the cause of about 5% of episodes of upper gastrointestinal (GI) hemorrhage. The tear may also be accompanied by pain in the lower chest.",マロリー-ワイス症候群は，当初はアルコール使用障害の患者で報告されたが，激しい嘔吐をする患者なら誰にでも起こりうる。上部消化管出血の原因の約5％を占める。裂傷に伴い下胸部に疼痛がみられることもある。
"Chẩn đoán hội chứng Mallory-Weiss cần nghĩ đến trên lâm sàng nếu có bệnh sử điển hình của nôn máu xảy ra sau một hoặc nhiều đợt nôn không có máu. Trong những trường hợp này, nếu lượng máu chảy ra ít và bệnh nhân ổn định, việc xét nghiệm có thể được hoãn lại và một số bệnh nhân có thể được xuất viện về nhà. Nếu không, nếu bệnh sử không rõ ràng hoặc đang có chảy máu, thì bệnh nhân cần phải được đánh giá chảy máu đường tiêu hóa     Đánh giá  Chảy máu đường tiêu hoá có thể gặp ở bất kỳ vị trí nào của ống tiêu hoá từ miệng đến hậu môn, máu có thể nhìn thấy hoặc ẩn. Biểu hiện phụ thuộc vào vị trí và mức độ nặng của chảy máu. (Xem thêm...  đọc thêm         theo tiêu chuẩn, thường là bằng nội soi đường tiêu hóa trên và các xét nghiệm. Nội soi đường tiêu hóa trên cũng có thể là để điều trị vì có thể đặt kẹp lên vết rách để cầm máu.","Diagnosis of Mallory-Weiss syndrome is suggested clinically by a typical history of hematemesis occurring after one or more episodes of non-bloody vomiting. In such cases, if the amount of bleeding is minimal and the patient is stable, testing may be deferred and some patients can be discharged home. Otherwise, if history is unclear or bleeding is ongoing, the patient should have standard evaluation for GI bleeding     Evaluation  Gastrointestinal (GI) bleeding can originate anywhere from the mouth to the anus and can be overt or occult. The manifestations depend on the location and rate of bleeding. (See also Varices...  read more        , typically with upper endoscopy and laboratory testing. Upper endoscopy can also be therapeutic because a clip can be placed over the tear to control bleeding.",マロリー-ワイス症候群の診断は，非血性の嘔吐後に吐血を認める典型的な病歴から臨床的に示唆される。このような場合，出血量が最小限で患者が安定していれば，検査を延期してもよい。それ以外の状況で，病歴が不明であるか出血が持続している場合は，典型的には上部消化管内視鏡検査と臨床検査による標準的な 消化管出血の評価     評価  消化管出血は，口腔から肛門までのいずれの部位でも発生する可能性があり，顕性の場合と不顕性の場合がある。臨床像は出血部位および出血速度によって異なる。（ 静脈瘤および 消化管の血管性病変も参照のこと。） 吐血は，鮮紅色の血液を吐出する症状であり，上部消化管出血を示唆し，その出血源は通常，...  さらに読む     を行うべきである。上部消化管内視鏡検査は，出血を抑えるために裂傷を覆うクリップを留置できるため，治療にもなりえる。
"Hầu hết các đợt chảy máu đều tự cầm; chảy máu dữ dội xảy ra ở khoảng 10% số bệnh nhân, những người này cần phải có can thiệp tích cực, như truyền máu hoặc cầm máu bằng nội soi (bằng cách đặt kẹp, tiêm ethanol hoặc epinephrine, hoặc bằng đốt điện). Có thể truyền trong động mạch vasopression hoặc liệu pháp thuyên tắc mạch vào động mạch vị trái trong khi chụp mạch cũng có thể được sử dụng để cầm máu. Hiếm khi cần phục hồi bằng phẫu thuật.","Most episodes of bleeding stop spontaneously; severe bleeding occurs in about 10% of patients, who require significant intervention, such as transfusion or endoscopic hemostasis (by clip placement, injection of ethanol or epinephrine, or by electrocautery). Intra-arterial infusion of vasopressin or therapeutic embolization into the left gastric artery during angiography may also be used to control bleeding. Surgical repair is rarely required.",ほとんどの出血は自然に止まるが，輸血または内視鏡的止血（クリップ留置，エタノールもしくはアドレナリンの注入，または電気焼灼による）などの重大な介入を必要とする重度の出血が約10％の患者に起こる。また，出血をコントールするために，血管造影下にバソプレシン動脈内注射または左胃動脈の治療的塞栓術を行ってもよい。外科的修復が必要になることはまれである。
"Hầu hết tắc nghẽn thực quản tiến triển chậm và không hoàn toàn khi bệnh nhân lần đầu tiên đi khám, thường là đối với trường hợp khó nuốt đồ đặc. Tuy nhiên, đôi khi tắc nghẽn thực quản hoàn toàn xuất hiện đột ngột khi có dị vật thực quản     Dị vật thực quản  Thức ăn và nhiều vật lạ bị nuốt có thể ứ lại trong thực quản. Dị vật thực quản gây khó nuốt và đôi khi dẫn đến thủng. Chẩn đoán là lâm sàng, nhưng có thể cần các nghiên cứu hình ảnh và nội soi...  đọc thêm         hoặc khối thức ăn nút lại.","Most esophageal obstruction develops slowly and is incomplete when patients first seek care, typically for difficulty swallowing solids. However, sometimes complete esophageal obstruction develops suddenly because of an impacted esophageal foreign body     Esophageal Foreign Bodies  Food and a variety of other swallowed objects can become impacted in the esophagus. Esophageal foreign bodies cause dysphagia and sometimes lead to perforation. Diagnosis is clinical, but imaging...  read more         or food bolus.",ほとんどの食道閉塞は緩徐に発生し，典型的には固形物の嚥下困難のために患者が最初に医療機関を受診する時点では不完全閉塞である。しかしながら，ときに 食道異物     食道異物  食物や嚥下された様々な物体が食道内で嵌頓することがある。食道内の異物は嚥下困難の原因となり，ときに穿孔を引き起こすこともある。診断は臨床的に行うが，画像診断や内視鏡検査が必要になることもある。自然に通過する異物もあるが，内視鏡により異物を通過させるか摘出する処置がしばしば必要になる。 （ 消化管異物の概要も参照のこと。） 食道は異物の嵌頓が最も多く生じる部位である。食道異物の最も一般的な原因は食物のつかえである。特に，大きく滑らかな食物...  さらに読む     や食物塊が詰まることで食道の完全閉塞が突然発生する。
"(Xem thêm Tổng quan các tình trạng bất thường ở thực quản và các vấn đề về nuốt     Tổng quan các tình trạng bất thường ở thực quản và các vấn đề về nuốt  Các cơ quan tham gia động tác nuốt bao gồm họng, cơ thắt thực quản trên (nhẫn hầu), thân thực quản và cơ thắt thực quản dưới (LES). Một phần ba trên của thực quản và các cấu trúc gần thực quản...  đọc thêm     .)","(See also Overview of Esophageal and Swallowing Disorders     Overview of Esophageal and Swallowing Disorders  The swallowing apparatus consists of the pharynx, upper esophageal (cricopharyngeal) sphincter, the body of the esophagus, and the lower esophageal sphincter (LES). The upper third of the esophagus...  read more     .)",（食道疾患および嚥下障害の概要     食道疾患および嚥下障害の概要  嚥下器官は，咽頭，上部食道括約筋（輪状咽頭筋），食道体部，および下部食道括約筋（LES）から構成される。食道の上部3分の1とそれより上方の構造は骨格筋で，下部食道とLESは平滑筋で構成されている。これらの構成要素は，食物を口腔から胃に送り込み，食道への逆流を阻止する統合されたシステムとして機能する。このシステムは物理的閉塞または運動機能を...  さらに読む     も参照のこと。）
Tắc nghẽn có thể do những nguyên nhân bên trong hoặc bên ngoài.,Obstruction may have intrinsic or extrinsic causes.,閉塞の原因は内因性と外因性に分けられる。
Tắc nghẽn bên trong có thể là do,Intrinsic obstruction may be caused by,内因性閉塞の原因としては以下ものがある：
"Nút dị vật     Dị vật thực quản  Thức ăn và nhiều vật lạ bị nuốt có thể ứ lại trong thực quản. Dị vật thực quản gây khó nuốt và đôi khi dẫn đến thủng. Chẩn đoán là lâm sàng, nhưng có thể cần các nghiên cứu hình ảnh và nội soi...  đọc thêm","Foreign body impactions     Esophageal Foreign Bodies  Food and a variety of other swallowed objects can become impacted in the esophagus. Esophageal foreign bodies cause dysphagia and sometimes lead to perforation. Diagnosis is clinical, but imaging...  read more",異物の嵌頓     食道異物  食物や嚥下された様々な物体が食道内で嵌頓することがある。食道内の異物は嚥下困難の原因となり，ときに穿孔を引き起こすこともある。診断は臨床的に行うが，画像診断や内視鏡検査が必要になることもある。自然に通過する異物もあるが，内視鏡により異物を通過させるか摘出する処置がしばしば必要になる。 （ 消化管異物の概要も参照のこと。） 食道は異物の嵌頓が最も多く生じる部位である。食道異物の最も一般的な原因は食物のつかえである。特に，大きく滑らかな食物...  さらに読む
"Các khối u ở thực quản (các khối u lành tính ở thực quản     Khối u thực quản lành tính  Có nhiều loại u thực quản lành tính; nhiều người được tìm thấy một cách tình cờ, không có triệu chứng và chỉ cần quan sát. Một số có thể gây ra các triệu chứng khó nuốt và hiếm khi bị loét hoặc...  đọc thêm      hoặc ung thư thực quản     Ung thư thực quản  Khối u ác tính phổ biến nhất ở 2/3 đầu gần của thực quản là ung thư biểu mô tế bào vảy; ung thư biểu mô tuyến thường gặp nhất ở 1/3 đầu xa. Các triệu chứng là khó nuốt và sụt cân tiến triển...  đọc thêm        )","Esophageal tumors (benign esophageal tumors     Benign Esophageal Tumors  There are many types of benign esophageal tumors; many are found incidentally, remain asymptomatic, and warrant only observation. Some can cause swallowing symptoms and rarely ulceration or...  read more      or esophageal cancer     Esophageal Cancer  The most common malignant tumor in the proximal two thirds of the esophagus is squamous cell carcinoma; adenocarcinoma is the most common in the distal one third. Symptoms are progressive dysphagia...  read more        )",食道腫瘍（良性食道腫瘍     良性食道腫瘍  良性食道腫瘍には多くの種類があるが，その多くは偶然発見され，無症状のまま経過し，経過を観察するのみでよい。嚥下症状を引き起こしたり，まれに潰瘍形成や出血を引き起こしたりするものもある。 評価法は典型的には嚥下困難と同じであり（ 嚥下困難を参照），食道造影または上部消化管内視鏡検査（場合により超音波内視鏡検査を併用）から始める。病変を視認できれば，上部消化管内視鏡検査で組織検体を採取できる。一部の症例ではCTが役立つことがある。...  さらに読む     または 食道癌     食道癌  食道の近位3分の2で最もよくみられる悪性腫瘍は扁平上皮癌であり，遠位3分の1では腺癌が最も多くみられる。症状は進行性の 嚥下困難および体重減少である。診断は内視鏡検査により，続いて病期診断のためにCTおよび超音波内視鏡検査を施行する。治療は病期によって異なり，一般に外科手術で，場合によって化学療法および放射線療法を併用する。長期生存率は限局例を除いて不良である。 米国では食道癌の年間症例数は推定18...  さらに読む        ）
Vòng thắt thực quản     Vòng thắt thực quản dưới  Vòng thắt đoạn dưới thực quản là đoạn chít hẹp niêm mạc từ 2 đến 4 mm gây hẹp đầu xa thực quản như chiếc vòng ở vùng nối vảy - trụ và thường gây khó nuốt. (Xem thêm Tổng quan các tình trạng...  đọc thêm,Esophageal rings     Lower Esophageal Ring  A lower esophageal ring is a 2- to 4-mm mucosal stricture that causes a ringlike narrowing of the distal esophagus at the squamocolumnar junction that often causes dysphagia. (See also Overview...  read more,食道輪     下部食道輪  下部食道輪は2～4mmの粘膜狭窄であり，扁平円柱上皮接合部で下部食道の輪状狭小化を引き起こし，これがしばしば嚥下困難の原因となる。 （ 食道疾患および嚥下障害の概要も参照のこと。） 食道輪は，Schatzki輪とも呼ばれ，同心円状の平滑な粘膜ヒダであり，食道胃接合部で食道の狭小化を引き起こす。この輪の内腔を通して食道裂孔ヘルニアが観察できることがある。 下部食道輪の病因には議論があるが，主な仮説としては，先天性，酸逆流症，薬剤性食道炎説...  さらに読む
Lưới thực quản     Lưới thực quản  Lưới thực quản là một màng niêm mạc mỏng phát triển trên lòng của thực quản trên và có thể gây khó nuốt. (Xem thêm Tổng quan các tình trạng bất thường ở thực quản và các vấn đề về nuốt.) Hình...  đọc thêm,Esophageal webs     Esophageal Web  An esophageal web is a thin mucosal membrane that grows across the lumen of the upper esophagus and may cause dysphagia. (See also Overview of Esophageal and Swallowing Disorders.) This image...  read more,食道ウェブ     食道ウェブ  食道ウェブは，食道内腔を横切るように成長した薄い粘膜であり，嚥下困難を引き起こすことがある。 （ 食道疾患および嚥下障害の概要も参照のこと。） この画像には，食道内腔を横切るように成長した薄い粘膜である食道ウェブが写っている。これは未治療の重症鉄欠乏性貧血患者でみられることがある。 ウェブはまれに未治療の重症 鉄欠乏性貧血患者に発生し，貧血を呈していない患者での発生はさらにまれである。ウェブは通常上部食道に発生し，固形物の...  さらに読む
"Chít hẹp thực quản do trào ngược dạ dày thực quản     Bệnh trào ngược dạ dày thực quản (GERD)  Cơ thắt thực quản dưới hoạt động kém hiệu quả khiến cho các phần bên trong dạ dày trào ngược vào thực quản gây đau bỏng rát. Trào ngược kéo dài có thể dẫn đến viêm thực quản, chít hẹp và trong...  đọc thêm         hoặc trong trường hợp hiếm gặp có thể là nuốt chất ăn mòn     Nuốt phải chất ăn mòn  Chất ăn mòn (axit mạnh và kiềm mạnh), khi nuốt, gây bỏng các mô đường tiêu hóa trên, đôi khi dẫn đến thủng thực quản hoặc dạ dày. Các triệu chứng có thể bao gồm tăng tiết nước bọt, khó nuốt...  đọc thêm","Strictures caused by gastroesophageal reflux     Gastroesophageal Reflux Disease (GERD)  Incompetence of the lower esophageal sphincter allows reflux of gastric contents into the esophagus, causing burning pain. Prolonged reflux may lead to esophagitis, stricture, and rarely metaplasia...  read more         or, rarely, caustic ingestion     Caustic Ingestion  Caustics (strong acids and alkalis), when ingested, burn upper gastrointestinal tract tissues, sometimes resulting in esophageal or gastric perforation. Symptoms may include drooling, dysphagia...  read more",胃食道逆流     胃食道逆流症（GERD）  下部食道括約筋の機能不全によって胃内容が食道に逆流し，灼熱痛が起こる。逆流が持続することで，食道炎，狭窄，まれに化生またはがんがもたらされる可能性がある。診断は臨床的に行い，ときに内視鏡検査を併用し，場合によっては胃酸検査を併用する。治療は，生活習慣の改善とプロトンポンプ阻害薬による胃酸分泌抑制のほか，ときに外科的修復による。 （ 食道疾患および嚥下障害の概要も参照のこと。）...  さらに読む        または 腐食性物質の摂取     腐食性物質の摂取  腐食性物質（強酸および強アルカリ）は，摂取すると，上部消化管組織の熱傷を起こし，ときに食道穿孔または胃穿孔を来す。症状としては，流涎，嚥下困難，口痛，胸痛，胃痛などがあり，後に狭窄が起きる場合もある。診断的内視鏡検査が必要になることがある。治療は支持療法による。胃内容物の除去および活性炭は禁忌である。穿孔は外科的に治療する。 （ 中毒の一般原則も参照のこと。） 世界全体で，腐食性物質の摂取は80％が幼児に起きており，これらは通常は偶発的...  さらに読む     （まれ）に起因する狭窄
Tắc nghẽn bên ngoài có thể do chèn ép từ,Extrinsic obstruction may be caused by compression resulting from,外因性閉塞は，以下に起因する圧迫によって引き起こされることがある：
Phì đại nhĩ trái,An enlarged left atrium,左房肥大
"Phình động mạch chủ     Tổng quan về Phình động mạch chủ  Phình động mạch là sự giãn bất thường của động mạch gây ra bởi sự suy yếu của thành động mạch. Các nguyên nhân thường gặp bao gồm cao huyết áp, xơ vữa động mạch, nhiễm trùng, chấn thương, rối...  đọc thêm","An aortic aneurysm     Overview of Aortic Aneurysms  Aneurysms are abnormal dilations of arteries caused by weakening of the arterial wall. Common causes include hypertension, atherosclerosis, infection, trauma, systemic rheumatic diseases, and...  read more",大動脈瘤     大動脈瘤の概要  動脈瘤とは，動脈壁の脆弱化により動脈が異常に拡張した状態である。一般的な原因としては，高血圧，動脈硬化，感染，外傷，遺伝性または後天性の結合組織疾患（例，マルファン症候群，エーラス-ダンロス症候群）などがある。動脈瘤は通常無症状であるが，疼痛を引き起こしたり，虚血，血栓塞栓症，自然解離，破裂を来して致死的となることもある。診断は画像検査（...  さらに読む
Động mạch dưới đòn khác thường (gọi là khó nuốt do động mạch dưới đòn phải lạc chỗ     Khó nuốt do động mạch dưới đòn phải lạc chỗ  Khó nuốt động mạch dưới đòn phải lạc chỗ là thực quản bị chèn ép do bất kỳ bất thường bẩm sinh nào của mạch máu. (Xem thêm Tổng quan các tình trạng bất thường ở thực quản và các vấn đề về nuốt...  đọc thêm     ),An aberrant subclavian artery (termed dysphagia lusoria     Dysphagia Lusoria  Dysphagia lusoria is caused by compression of the esophagus from any of several congenital vascular abnormalities. (See also Overview of Esophageal and Swallowing Disorders.) The vascular abnormality...  read more     ),異所性鎖骨下動脈（奇形性嚥下困難［dysphagia lusoria］     奇形性嚥下困難  奇形性嚥下困難（dysphagia lusoria）は，いくつかある血管の先天異常のいずれかによって食道が圧迫されることで生じる。 （ 食道疾患および嚥下障害の概要も参照のこと。） 血管異常は通常，大動脈弓の左側から分枝する右鎖骨下動脈起始異常，重複大動脈弓，または左動脈管索を伴う右大動脈弓である。 嚥下困難は小児期または後年に迷入血管の動脈硬化性変化を原因として起こることがある。...  さらに読む     と呼ばれる）
Tuyến giáp ở sau xương ức,A substernal thyroid gland,胸骨下甲状腺
Nghạnh xương ở cổ,Cervical bony exostosis,頸椎骨軟骨腫
Một khối u ngực     Khối u trên thành ngực  Các khối u ở ngực là những khối u lành tính hoặc ác tính có thể cản trở chức năng hô hấp. Các khối u ở thành ngực nguyên phát chiếm 5% khối u của ngực và 1 đến 2% các khối u nguyên phát. Gần...  đọc thêm,A thoracic tumor     Chest Wall Tumors  Chest wall tumors are benign or malignant tumors that can interfere with pulmonary function. Primary chest wall tumors account for 5% of all thoracic tumors and 1 to 2% of all primary tumors...  read more,胸部腫瘍     胸壁腫瘍  胸壁腫瘍は良性のこともあれば悪性のこともあり，肺機能に悪影響を与えうる。 原発性胸壁腫瘍は，全ての胸部腫瘍の5％および全ての原発腫瘍の1～2％を占める。ほぼ半数が良性である。 胸壁で最も頻度の高い良性腫瘍は次のものである： 骨軟骨腫 軟骨腫  さらに読む
"Để đánh giá tắc nghẽn thực quản tiềm ẩn, xem phần Khó nuốt     Đánh giá  Khó nuốt là tình trạng khó khăn khi nuốt. Tình trạng này xuất phát từ quá trình vận chuyển đồ lỏng, đồ đặc, hoặc cả hai từ họng đến dạ dày bị đình trệ. Không nên nhầm lẫn khó nuốt với cảm giác...  đọc thêm     .","For evaluation of potential esophageal obstruction, see Dysphagia     Evaluation  Dysphagia is difficulty swallowing. The condition results from impeded transport of liquids, solids, or both from the pharynx to the stomach. Dysphagia should not be confused with globus sensation...  read more     .",食道閉塞の可能性の評価については， 嚥下困難     評価  嚥下困難とは，嚥下が困難になった状態である。この病態は，咽頭から胃への液体，固形物，またはその両方の輸送阻害に起因する。嚥下困難を球感覚と混同してはならず， 球感覚は咽喉に塊があるような異常感覚であり，嚥下障害ではなく，輸送障害も生じない。 （ 食道疾患および嚥下障害の概要も参照のこと。） 嚥下器官は，咽頭，上部食道括約筋（輪状咽頭筋），食道体部，および下部食道括約筋（LES）で構成される。食道の上部3分の1とそれより上方の構造は骨格筋...  さらに読む     を参照のこと。
Điều trị tắc nghẽn theo định hướng nguyên nhân cụ thể. Cần phải nội soi cấp cứu đường tiêu hóa trên cho bệnh nhân bị tắc hoàn toàn.,Treatment of obstruction is directed at the specific cause. Emergent upper endoscopy is essential for patients with complete obstruction.,閉塞の治療はそれぞれの原因に対して行う。完全閉塞がある患者には，緊急の上部消化管内視鏡検査が不可欠である。
