en,vi,ja,url
"Complications include esophagitis, esophageal stricture, Barrett esophagus, and esophageal adenocarcinoma.","Các biến chứng bao gồm viêm thực quản, hẹp thực quản, Barrett thực quản và ung thư biểu mô tuyến thực quản.",治療は生活習慣の改善（例，ベッドの頭側の挙上，体重減少，食事性誘因の回避）と制酸療法による。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/gastroesophageal-reflux-disease-gerd
"The main symptom in adults is heartburn, and infants present with vomiting, irritability, anorexia, and sometimes symptoms of chronic aspiration; at any age, chronic aspiration may cause cough, hoarseness, or wheezing.","Triệu chứng chính ở người lớn là ợ nóng và ở trẻ nhỏ có nôn ói, kích thích, chán ăn và đôi khi có triệu chứng hít phải thức ăn kéo dài; ở bất cứ lứa tuổi nào, hít phải thức ăn kéo dài có thể gây ho, khàn giọng, hoặc khò khè.",重度の食道炎，食道炎の合併症，薬物療法に対する不耐容，または胃酸以外の多量の症候性逆流がみられる患者には，逆流防止手術が助けになることがある。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/gastroesophageal-reflux-disease-gerd
Diagnose clinically; do endoscopy in patients not responding to empiric treatment and consider advanced pH monitoring if endoscopy is normal in patients with typical symptoms.,Chẩn đoán lâm sàng; làm nội soi ở những bệnh nhân không đáp ứng với điều trị theo kinh nghiệm và xem xét theo dõi pH nâng cao nếu nội soi bình thường ở những bệnh nhân có triệu chứng điển hình.,以下の英語の資料が有用であろう。ただし，本マニュアルはこれらの資料の内容について責任を負わないことに留意されたい。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/gastroesophageal-reflux-disease-gerd
"Treat with lifestyle changes (eg, head of bed elevation, weight loss, dietary trigger avoidance) and acid-suppressing therapy.","Điều trị bằng thay đổi lối sống (ví dụ: nằm đầu cao, giảm cân, tránh các chất kích thích trong chế độ ăn) và liệu pháp ức chế axit.",American College of Gastroenterology: Guidelines for the diagnosis and treatment of gastroesophageal reflux disease,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/gastroesophageal-reflux-disease-gerd
"Antireflux surgery can help patients with severe esophagitis, complications of esophagitis, intolerance to drug therapy, or a large amount of symptomatic nonacid reflux.","Phẫu thuật chống trào ngược có thể giúp những bệnh nhân bị viêm thực quản nặng, biến chứng của viêm thực quản, không dung nạp với điều trị bằng thuốc hoặc một lượng lớn trào ngược không axit có triệu chứng.","American College of Gastroenterology: Updated guidelines for the diagnosis, surveillance, and therapy of Barrett’s esophagus",https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/gastroesophageal-reflux-disease-gerd
"Gastroesophageal Reflux Disease (GERD)  Incompetence of the lower esophageal sphincter allows reflux of gastric contents into the esophagus, causing burning pain. Prolonged reflux may lead to esophagitis, stricture, and rarely metaplasia...  read more","Bệnh trào ngược dạ dày thực quản (GERD)  Cơ thắt thực quản dưới hoạt động kém hiệu quả khiến cho các phần bên trong dạ dày trào ngược vào thực quản gây đau bỏng rát. Trào ngược kéo dài có thể dẫn đến viêm thực quản, chít hẹp và trong...  đọc thêm",胃食道逆流症（GERD）  下部食道括約筋の機能不全によって胃内容が食道に逆流し，灼熱痛が起こる。逆流が持続することで，食道炎，狭窄，まれに化生またはがんがもたらされる可能性がある。診断は臨床的に行い，ときに内視鏡検査を併用し，場合によっては胃酸検査を併用する。治療は，生活習慣の改善とプロトンポンプ阻害薬による胃酸分泌抑制のほか，ときに外科的修復による。 （ 食道疾患および嚥下障害の概要も参照のこと。）...  さらに読む,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/hiatus-hernia
"Overview of Esophageal and Swallowing Disorders  The swallowing apparatus consists of the pharynx, upper esophageal (cricopharyngeal) sphincter, the body of the esophagus, and the lower esophageal sphincter (LES). The upper third of the esophagus...  read more","Tổng quan các tình trạng bất thường ở thực quản và các vấn đề về nuốt  Các cơ quan tham gia động tác nuốt bao gồm họng, cơ thắt thực quản trên (nhẫn hầu), thân thực quản và cơ thắt thực quản dưới (LES). Một phần ba trên của thực quản và các cấu trúc gần thực quản...  đọc thêm",食道疾患および嚥下障害の概要  嚥下器官は，咽頭，上部食道括約筋（輪状咽頭筋），食道体部，および下部食道括約筋（LES）から構成される。食道の上部3分の1とそれより上方の構造は骨格筋で，下部食道とLESは平滑筋で構成されている。これらの構成要素は，食物を口腔から胃に送り込み，食道への逆流を阻止する統合されたシステムとして機能する。このシステムは物理的閉塞または運動機能を...  さらに読む,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/hiatus-hernia
"Etiology of hiatus hernia is usually unknown, but a hiatus hernia is thought to be acquired through stretching of the fascial attachments between the esophagus and diaphragm at the hiatus (the opening through which the esophagus traverses the diaphragm).","Nguyên nhân gây thoát vị qua khe hoành thường không xác định, nhưng thoát vị qua khe hoành được cho là mắc phải do kéo giãn đầu bám của cân giữa thực quản và cơ hoành khe hoành (lỗ thông của thực quản đi qua cơ hoành).",食道裂孔ヘルニアの病因は通常不明であるが，食道裂孔ヘルニアは食道裂孔（食道が横隔膜を通過する孔）で食道と横隔膜の間の筋膜付着部が伸張することによって発生すると考えられる。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/hiatus-hernia
There are 2 main types of hiatus hernia:,Có 2 thể chính của thoát vị qua khe hoành:,食道裂孔ヘルニアには，主に以下に挙げる2つの病型がある：,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/hiatus-hernia
Sliding hiatus hernia (most common): Gastroesophageal junction and a portion of the stomach are above the diaphragm.,Thoát vị qua khe hoành thể trượt (phổ biến nhất): Chỗ nối giữa dạ dày thực quản và một phần của dạ dày nằm phía trên cơ hoành.,滑脱型食道裂孔ヘルニア（最も頻度が高い）：胃の一部が食道胃接合部とともに横隔膜上に脱出している。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/hiatus-hernia
"Paraesophageal hiatus hernia: Gastroesophageal junction is in the normal location, but a portion of the stomach is adjacent to the esophagus in the diaphragmatic hiatus.","Thoát vị que khe hoành thể cạnh thực quản: Chỗ nối giữa dạ dày thực quản nằm ở vị trí bình thường, nhưng một phần dạ dày nằm sát với thực quản trong khe hoành.",傍食道型食道裂孔ヘルニア：食道胃接合部は正常な位置にあるが，胃の一部が横隔膜裂孔内で食道に隣接している。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/hiatus-hernia
Diaphragmatic Hernia  Diaphragmatic hernia is protrusion of abdominal contents into the thorax through a defect in the diaphragm. Lung compression may cause persistent pulmonary hypertension. Diagnosis is by chest...  read more,Thoát vị hoành  Triệu chứng thoát vị hoành là sự xuất hiện tác tạng của các bụng vào ngực thông qua một khiếm khuyết trong cơ hoành. Sự chèn ép phổi có thể gây tăng áp phổi dai dẳng. Chẩn đoán bằng chụp X-quang...  đọc thêm,横隔膜ヘルニア  横隔膜ヘルニアとは，横隔膜の欠損部を介して腹腔内容が胸腔内に脱出した状態のことである。肺の圧迫により遷延性肺高血圧症を来すことがある。診断は胸部X線による。治療は外科的修復である。 （ 消化器系の先天異常の概要も参照のこと。） 通常，横隔膜ヘルニアは全症例の95％が横隔膜の後外側部で発生し（ボホダレック孔ヘルニア），85％が左側に生じ，2％は両側に生じる。推定発生率は出生10000人当たり1～4例である。前方ヘルニア（モルガニー孔ヘルニ...  さらに読む,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/hiatus-hernia
A hiatus hernia is an abnormal bulging of a portion of the stomach through the diaphragm.,Thoát vị qua khe hoành là một khối lồi bất thường của một phần dạ dày đi qua cơ hoành.,食道裂孔ヘルニアは胃の一部分が横隔膜から異常に突出した状態である。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/hiatus-hernia
"A sliding hiatus hernia is common and is an incidental finding on x-ray in > 40% of the population; therefore, the relationship of hernia to symptoms is unclear. Although most patients with gastroesophageal reflux disease (GERD) have some degree of hiatus hernia, < 50% of patients with hiatus hernia have GERD.","Thoát vị qua khe hoành thể trượt phổ biến và là phát hiện ngẫu nhiên trên phim chụp X-quang ở > 40% dân số; vì vậy, mối liên hệ giữa thoát vị với các triệu chứng là không rõ ràng. Mặc dù hầu hết bệnh nhân bị trào ngược dạ dày thực quản (GERD) đều bị thoát vị qua khe hoành ở một mức độ nào đó, < 50% bệnh nhân thoát vị qua khe hoành bị GERD.",滑脱型食道裂孔ヘルニアはよくみられ，患者の40％を超える例はX線検査での偶然の発見であり，ヘルニアと症状との関係は不明である。胃食道逆流症（GERD）患者は大半がいくらかの食道裂孔ヘルニアを合併しているが，食道裂孔ヘルニア患者がGERDを合併している割合は50％未満である。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/hiatus-hernia
"Symptoms and Signs  Incompetence of the lower esophageal sphincter allows reflux of gastric contents into the esophagus, causing burning pain. Prolonged reflux may lead to esophagitis, stricture, and rarely metaplasia...  read more","Triệu chứng và Dấu hiệu  Cơ thắt thực quản dưới hoạt động kém hiệu quả khiến cho các phần bên trong dạ dày trào ngược vào thực quản gây đau bỏng rát. Trào ngược kéo dài có thể dẫn đến viêm thực quản, chít hẹp và trong...  đọc thêm",症状と徴候  下部食道括約筋の機能不全によって胃内容が食道に逆流し，灼熱痛が起こる。逆流が持続することで，食道炎，狭窄，まれに化生またはがんがもたらされる可能性がある。診断は臨床的に行い，ときに内視鏡検査を併用し，場合によっては胃酸検査を併用する。治療は，生活習慣の改善とプロトンポンプ阻害薬による胃酸分泌抑制のほか，ときに外科的修復による。 （ 食道疾患および嚥下障害の概要も参照のこと。）...  さらに読む,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/hiatus-hernia
Barium swallow,Chụp X-quang thực quản nuốt bari,食道造影,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/hiatus-hernia
Sometimes upper endoscopy,Đôi khi nội soi đường tiêu hóa trên,ときに上部消化管内視鏡検査,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/hiatus-hernia
A large hiatus hernia is often discovered incidentally on chest x-ray. Smaller hernias are diagnosed with a barium swallow.,Thoát vị qua khe hoành lớn thường được phát hiện ngẫu nhiên trên phim chụp X-quang ngực. Các thoát vị nhỏ hơn có thể được chẩn đoán bằng chụp X-quang thực quản nuốt bari.,大きな食道裂孔ヘルニアは，しばしば胸部X線で偶然に発見される。小さなヘルニアの診断は食道造影による。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/hiatus-hernia
Hernias can also be seen with upper endoscopy.,Thoát vị cũng có thể được phát hiện bằng nội soi đường tiêu hóa trên.,ヘルニアは上部消化管内視鏡検査でも見ることができる。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/hiatus-hernia
Sometimes surgical repair,Đôi khi cần phải phẫu thuật,ときに外科的修復,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/hiatus-hernia
Sometimes a proton pump inhibitor,Đôi khi sử dụng thuốc ức chế bơm proton,ときにプロトンポンプ阻害薬,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/hiatus-hernia
"An asymptomatic sliding hiatus hernia requires no specific therapy. For patients with accompanying GERD, therapy with a proton pump inhibitor should be considered.","Thoát vị qua khe hoành thể trượt không có triệu chứng không cần điều trị đặc hiệu. Đối với những bệnh nhân có GERD kèm theo, nên cân nhắc điều trị bằng thuốc ức chế bơm proton.",無症状の滑脱型食道裂孔ヘルニアには特異的な治療法は必要ない。GERD合併患者はプロトンポンプ阻害薬で治療すべきである。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/hiatus-hernia
"For a paraesophageal hernia, repair should be considered because of the risk of strangulation.","Đối với thoát vị cạnh thực quản, việc phục hồi cần được xem xét vì có nguy cơ bị nghẹt.",傍食道型ヘルニアに対しては，絞扼のリスクがあるため，修復を考慮すべきである。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/hiatus-hernia
"Candidiasis  Candidiasis is infection by Candida species (most often C. albicans), manifested by mucocutaneous lesions, fungemia, and sometimes focal infection of multiple sites. Symptoms depend...  read more","Candida (xâm lấn)  Bệnh nấm Candida là nhiễm trùng do các loài Candida (thường gặp nhất là C. albicans), biểu hiện bằng tổn thương niêm mạc, nhiễm nấm máu, và đôi khi là nhiễm trùng khu trú ở nhiều...  đọc thêm",カンジダ症（侵襲性）  カンジダ症はCandida属真菌（最も頻度が高いのはC. albicans）による感染症であり，皮膚粘膜病変や真菌血症，ときに複数部位の病巣感染症として発症する。症状は感染部位に依存し，具体的には嚥下困難，皮膚粘膜病変，失明，腟症状（そう痒，灼熱感，分泌物），発熱，ショック，乏尿，腎機能停止，播種性血管内凝固症候群などがみられる。診断は，病理組織学的検査および本来は無菌の部位からの培養によって確定される。治療...  さらに読む,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/infectious-esophageal-disorders
"Overview of Esophageal and Swallowing Disorders  The swallowing apparatus consists of the pharynx, upper esophageal (cricopharyngeal) sphincter, the body of the esophagus, and the lower esophageal sphincter (LES). The upper third of the esophagus...  read more","Tổng quan các tình trạng bất thường ở thực quản và các vấn đề về nuốt  Các cơ quan tham gia động tác nuốt bao gồm họng, cơ thắt thực quản trên (nhẫn hầu), thân thực quản và cơ thắt thực quản dưới (LES). Một phần ba trên của thực quản và các cấu trúc gần thực quản...  đọc thêm",食道疾患および嚥下障害の概要  嚥下器官は，咽頭，上部食道括約筋（輪状咽頭筋），食道体部，および下部食道括約筋（LES）から構成される。食道の上部3分の1とそれより上方の構造は骨格筋で，下部食道とLESは平滑筋で構成されている。これらの構成要素は，食物を口腔から胃に送り込み，食道への逆流を阻止する統合されたシステムとして機能する。このシステムは物理的閉塞または運動機能を...  さらに読む,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/infectious-esophageal-disorders
"Esophageal Motility Disorders  Esophageal motility disorders involve dysfunction of the esophagus that causes symptoms such as dysphagia, heartburn, and chest pain. (See also Overview of Esophageal and Swallowing Disorders...  read more","Rối loạn nhu động thực quản  Rối loạn nhu động thực quản liên quan đến rối loạn chức năng của thực quản gây các triệu chứng như khó nuốt, ợ nóng và đau ngực. (Xem thêm Tổng quan các tình trạng bất thường ở thực quản và...  đọc thêm",食道運動障害  食道運動障害では， 嚥下困難，胸やけ， 胸痛などの症状を引き起こす食道機能障害が生じる。 （ 食道疾患および嚥下障害の概要も参照のこと。） 食道運動障害の主な原因としては以下のものがある： アカラシア びまん性食道痙攣  さらに読む,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/infectious-esophageal-disorders
"Candidiasis  Candidiasis is infection by Candida species (most often C. albicans), manifested by mucocutaneous lesions, fungemia, and sometimes focal infection of multiple sites. Symptoms depend...  read more","Candida (xâm lấn)  Bệnh nấm Candida là nhiễm trùng do các loài Candida (thường gặp nhất là C. albicans), biểu hiện bằng tổn thương niêm mạc, nhiễm nấm máu, và đôi khi là nhiễm trùng khu trú ở nhiều...  đọc thêm",カンジダ症（侵襲性）  カンジダ症はCandida属真菌（最も頻度が高いのはC. albicans）による感染症であり，皮膚粘膜病変や真菌血症，ときに複数部位の病巣感染症として発症する。症状は感染部位に依存し，具体的には嚥下困難，皮膚粘膜病変，失明，腟症状（そう痒，灼熱感，分泌物），発熱，ショック，乏尿，腎機能停止，播種性血管内凝固症候群などがみられる。診断は，病理組織学的検査および本来は無菌の部位からの培養によって確定される。治療...  さらに読む,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/infectious-esophageal-disorders
"Treatment of Candida esophagitis is with fluconazole 200 to 400 mg orally or IV once a day for 14 to 21 days. Alternatives include other azoles (eg, itraconazole, voriconazole, posaconazole) or echinocandins (eg, caspofungin, micafungin, anidulafungin). Topical therapy has no role.","Điều trị viêm thực quản do nấm candida bằng fluconazole từ 200 đến 400 mg uống hoặc theo đường tĩnh mạch một lần mỗi ngày trong 14 đến 21 ngày. Các thuốc thay thế bao gồm các thuốc nhóm azole khác (ví dụ: itraconazole, voriconazole, posaconazole) hoặc nhóm echinocandin (ví dụ: caspofungin, micafungin, anidulafungin). Điều trị tại chỗ không có tác dụng.",カンジダ（Candida）食道炎の治療は，フルコナゾール200～400mg，経口または静注，1日1回，14～21日間の投与による。代替薬としては，その他のアゾール系薬剤（例，イトラコナゾール，ボリコナゾール，ポサコナゾール）とキャンディン系薬剤（例，カスポファンギン，ミカファンギン，アニデュラフンギン［anidulafungin］）がある。外用療法は行わない。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/infectious-esophageal-disorders
"Herpes Simplex Virus (HSV) Infections  Herpes simplex viruses (human herpesviruses types 1 and 2) commonly cause recurrent infection affecting the skin, mouth, lips, eyes, and genitals. Common severe infections include encephalitis...  read more","Nhiễm virus Herpes simplex (HSV)  Herpes simplex Herpes (vi rút herpeses loại 1 và 2) thường gây nhiễm trùng tái phát ảnh hưởng đến da, miệng, môi, mắt và bộ phận sinh dục. Các bệnh nhiễm trùng nặng thường gặp gồm viêm não,...  đọc thêm",単純ヘルペスウイルス（HSV）感染症  単純ヘルペスウイルス（ヒトヘルペスウイルス1型および2型）は一般的に，皮膚，口腔，口唇，眼，および性器を侵す反復性感染症を引き起こす。頻度の高い重症感染症としては，脳炎，髄膜炎，新生児ヘルペスなどがあり，易感染性患者では播種性感染症もある。皮膚粘膜感染症では，紅斑上に集簇する有痛性の小水疱が生じる。診断は臨床的に行う；培養，ポリメラーゼ連鎖反応（PCR）検査，直接蛍光抗体法，または血清学的検査により確定診断が可能である。治療は対症療法で...  さらに読む,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/infectious-esophageal-disorders
"Endoscopy, with cytology or biopsy, is usually necessary for diagnosis.",Thường cần phải nội soi kết hợp với tế bào học hoặc sinh thiết để chẩn đoán.,診断には通常，内視鏡検査と細胞診または生検の併施が必要である。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/infectious-esophageal-disorders
"HSV is treated with IV acyclovir 5 mg/kg every 8 hours for 7 to 14 days, valacyclovir 1 g orally 3 times a day, or acyclovir 400 mg orally 5 times a day. CMV is treated with ganciclovir 5 mg/kg IV every 12 hours for 14 to 21 days with maintenance at 5 mg/kg IV once a day for immunocompromised patients. Alternatives include foscarnet and cidofovir.","HSV được điều trị bằng acyclovir 5 mg/kg đường tĩnh mạch, 8 giờ một lần trong 7 đến 14 ngày, valacyclovir 1 g uống 3 lần/ngày, hoặc acyclovir 400 mg uống 5 lần/ngày. CMV được điều trị bằng ganciclovir 5 mg/kg đường tĩnh mạch 12 giờ một lần trong 14 đến 21 ngày và duy trì ở mức 5 mg/kg đường tĩnh mạch mỗi ngày một lần cho bệnh nhân suy giảm miễn dịch. Các thuốc thay thế bao gồm foscarnet và cidofovir.",HSVの治療は，アシクロビル5mg/kg，静注，8時間毎，7～14日間，バラシクロビル1g，経口，1日3回，またはアシクロビル400mg，経口，1日5回の投与による。CMVの治療は，ガンシクロビル5mg/kg，静注，12時間毎，14～21日間の投与により，易感染性患者には維持療法として5mg/kg，静注，1日1回の用法で投与する。代替薬として，ホスカルネットやシドホビル（cidofovir）などがある。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/infectious-esophageal-disorders
A lower esophageal ring is a 2- to 4-mm mucosal stricture that causes a ringlike narrowing of the distal esophagus at the squamocolumnar junction that often causes dysphagia.,Vòng thắt đoạn dưới thực quản là đoạn chít hẹp niêm mạc từ 2 đến 4 mm gây hẹp đầu xa thực quản như chiếc vòng ở vùng nối vảy - trụ và thường gây khó nuốt.,下部食道輪は2～4mmの粘膜狭窄であり，扁平円柱上皮接合部で下部食道の輪状狭小化を引き起こし，これがしばしば嚥下困難の原因となる。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/lower-esophageal-ring
"Overview of Esophageal and Swallowing Disorders  The swallowing apparatus consists of the pharynx, upper esophageal (cricopharyngeal) sphincter, the body of the esophagus, and the lower esophageal sphincter (LES). The upper third of the esophagus...  read more","Tổng quan các tình trạng bất thường ở thực quản và các vấn đề về nuốt  Các cơ quan tham gia động tác nuốt bao gồm họng, cơ thắt thực quản trên (nhẫn hầu), thân thực quản và cơ thắt thực quản dưới (LES). Một phần ba trên của thực quản và các cấu trúc gần thực quản...  đọc thêm",食道疾患および嚥下障害の概要  嚥下器官は，咽頭，上部食道括約筋（輪状咽頭筋），食道体部，および下部食道括約筋（LES）から構成される。食道の上部3分の1とそれより上方の構造は骨格筋で，下部食道とLESは平滑筋で構成されている。これらの構成要素は，食物を口腔から胃に送り込み，食道への逆流を阻止する統合されたシステムとして機能する。このシステムは物理的閉塞または運動機能を...  さらに読む,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/lower-esophageal-ring
"The etiology of lower esophageal rings is controversial; the leading theories are that they are congenital, or caused by acid reflux or pill-induced esophagitis.",Nguyên nhân gây vòng thắt thực quản đoạn dưới vẫn còn chưa rõ ràng; các giả thuyết hàng đầu bao gồm bẩm sinh hoặc do trào ngược axit hoặc viêm thực quản do thuốc.,下部食道輪の病因には議論があるが，主な仮説としては，先天性，酸逆流症，薬剤性食道炎説などが想定されている。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/lower-esophageal-ring
"Dysphagia  Dysphagia is difficulty swallowing. The condition results from impeded transport of liquids, solids, or both from the pharynx to the stomach. Dysphagia should not be confused with globus sensation...  read more","Khó nuốt  Khó nuốt là tình trạng khó khăn khi nuốt. Tình trạng này xuất phát từ quá trình vận chuyển đồ lỏng, đồ đặc, hoặc cả hai từ họng đến dạ dày bị đình trệ. Không nên nhầm lẫn khó nuốt với cảm giác...  đọc thêm",嚥下困難  嚥下困難とは，嚥下が困難になった状態である。この病態は，咽頭から胃への液体，固形物，またはその両方の輸送阻害に起因する。嚥下困難を球感覚と混同してはならず， 球感覚は咽喉に塊があるような異常感覚であり，嚥下障害ではなく，輸送障害も生じない。 （ 食道疾患および嚥下障害の概要も参照のこと。） 嚥下器官は，咽頭，上部食道括約筋（輪状咽頭筋），食道体部，および下部食道括約筋（LES）で構成される。食道の上部3分の1とそれより上方の構造は骨格筋...  さらに読む,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/lower-esophageal-ring
"Testing  Dysphagia is difficulty swallowing. The condition results from impeded transport of liquids, solids, or both from the pharynx to the stomach. Dysphagia should not be confused with globus sensation...  read more","Xét nghiệm  Khó nuốt là tình trạng khó khăn khi nuốt. Tình trạng này xuất phát từ quá trình vận chuyển đồ lỏng, đồ đặc, hoặc cả hai từ họng đến dạ dày bị đình trệ. Không nên nhầm lẫn khó nuốt với cảm giác...  đọc thêm",検査  嚥下困難とは，嚥下が困難になった状態である。この病態は，咽頭から胃への液体，固形物，またはその両方の輸送阻害に起因する。嚥下困難を球感覚と混同してはならず， 球感覚は咽喉に塊があるような異常感覚であり，嚥下障害ではなく，輸送障害も生じない。 （ 食道疾患および嚥下障害の概要も参照のこと。） 嚥下器官は，咽頭，上部食道括約筋（輪状咽頭筋），食道体部，および下部食道括約筋（LES）で構成される。食道の上部3分の1とそれより上方の構造は骨格筋...  さらに読む,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/lower-esophageal-ring
"Instructing the patient to chew food thoroughly is usually the only treatment required in wider rings, but narrow-lumen rings require dilation by endoscopy or bougienage. Surgical resection is rarely required.","Hướng dẫn bệnh nhân nhai thức ăn thật kỹ thường là phương pháp duy nhất cần làm để làm rộng vòng thắt, nhưng vòng thắt ở nơi thực quản có lòng hẹp sẽ cần phải nong bằng nội soi hoặc bằng ống thông. Hiếm khi cần phẫu thuật cắt bỏ.",比較的広い輪に対しては，通常は患者に食物を徹底的に噛むよう指導することが唯一必要な治療となるが，内腔の狭い輪には内視鏡検査またはブジー操作による拡張が必要である。外科的切除が必要になることはまれである。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/lower-esophageal-ring
"Mallory-Weiss syndrome is a nonpenetrating mucosal laceration of the distal esophagus and proximal stomach caused by vomiting, retching, or hiccuping.","Hội chứng Mallory-Weiss là một vết rách niêm mạc không xuyên thấu ở thực quản đầu xa và dạ dày đầu gần do nôn ói, nôn khan hoặc nấc gây ra.",マロリー-ワイス症候群は，嘔吐，レッチング，または吃逆に起因する下部食道および近位胃の非穿孔性粘膜裂傷である。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/mallory-weiss-syndrome
"Overview of Esophageal and Swallowing Disorders  The swallowing apparatus consists of the pharynx, upper esophageal (cricopharyngeal) sphincter, the body of the esophagus, and the lower esophageal sphincter (LES). The upper third of the esophagus...  read more","Tổng quan các tình trạng bất thường ở thực quản và các vấn đề về nuốt  Các cơ quan tham gia động tác nuốt bao gồm họng, cơ thắt thực quản trên (nhẫn hầu), thân thực quản và cơ thắt thực quản dưới (LES). Một phần ba trên của thực quản và các cấu trúc gần thực quản...  đọc thêm",食道疾患および嚥下障害の概要  嚥下器官は，咽頭，上部食道括約筋（輪状咽頭筋），食道体部，および下部食道括約筋（LES）から構成される。食道の上部3分の1とそれより上方の構造は骨格筋で，下部食道とLESは平滑筋で構成されている。これらの構成要素は，食物を口腔から胃に送り込み，食道への逆流を阻止する統合されたシステムとして機能する。このシステムは物理的閉塞または運動機能を...  さらに読む,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/mallory-weiss-syndrome
"Initially described in patients with alcohol use disorder, Mallory-Weiss syndrome can occur in any patient who vomits forcefully. It is the cause of about 5% of episodes of upper gastrointestinal (GI) hemorrhage. The tear may also be accompanied by pain in the lower chest.","Được mô tả ban đầu ở những bệnh nhân bị rối loạn sử dụng rượu, hội chứng Mallory-Weiss có thể xảy ra ở bất kỳ bệnh nhân nào nôn mạnh. Đó là nguyên nhân gây ra khoảng 5% đợt xuất huyết đường tiêu hoá (GI) trên. Vết rách cũng có thể kèm theo đau ở ngực dưới.",マロリー-ワイス症候群は，当初はアルコール使用障害の患者で報告されたが，激しい嘔吐をする患者なら誰にでも起こりうる。上部消化管出血の原因の約5％を占める。裂傷に伴い下胸部に疼痛がみられることもある。,https://www.msdmanuals.com/en-jp/professional/gastrointestinal-disorders/esophageal-and-swallowing-disorders/mallory-weiss-syndrome
