Id,Language,Text,Expected
a342a1b0e8e510e83e0e987f82c4a3fb,en,"Antidiarrheal agents are safe for adults with watery diarrhea but should be avoided in children < 18 years of age and in any patient with recent antibiotic use, bloody diarrhea, heme-positive stool, or diarrhea with fever.","Thuốc chống tiêu chảy an toàn cho người lớn bị tiêu chảy toàn nước nhưng nên tránh dùng cho trẻ em < 18 tuổi và ở bất kỳ bệnh nhân nào mới sử dụng kháng sinh, tiêu chảy ra máu, phân có máu hoặc tiêu chảy kèm theo sốt."
4434751d729b1d07dc49eb0e3aafd5f1,en,The following English-language resource may be useful. Please note that THE MANUAL is not responsible for the content of this resource.,Tài nguyên bằng tiếng Anh sau đây có thể hữu ích. Vui lòng lưu ý rằng CẨM NANG không chịu trách nhiệm về nội dung của tài liệu này.
c5ae877a906269ddba7be73ebcb89d2b,en,Infectious Diseases Society of America: Clinical practice guidelines for the diagnosis and management of infectious diarrhea (2017),Infectious Diseases Society of America: Clinical practice guidelines for the diagnosis and management of infectious diarrhea (2017)
2fda8fce45365fdf0be212b9f1c85cd6,en,"Rotavirus is the most common cause of sporadic, severe, dehydrating diarrhea in young children worldwide (peak incidence, 3 to 15 months). Diagnosis is based on clinical suspicion, but polymerase chain reaction testing as part of a multiplex panel for a variety of causes of acute gastroenteritis can be done. Treatment is supportive with oral fluids, but occasionally IV fluids are needed.","Rotavirus là nguyên nhân phổ biến nhất gây ra tiêu chảy nặng mất nước không thành dịch ở trẻ nhỏ trên toàn thế giới (đặc biệt là trẻ từ 3 đến 15 tháng tuổi). Chẩn đoán dựa trên nghi ngờ lâm sàng, nhưng có thể làm xét nghiệm phản ứng chuỗi polymerase trong khuôn khổ của bảng xét nghiệm đa chủng cho nhiều nguyên nhân gây viêm dạ dày ruột cấp tính. Điều trị hỗ trợ bằng dịch uống, nhưng đôi khi cần truyền dịch tĩnh mạch."
7aa269c28f51eb577ef70de84f5b8c83,en,"Rotavirus incidence has decreased by about 80% in the United States since the introduction of routine rotavirus immunization     Rotavirus Vaccine  The rotavirus vaccine is recommended for infants to protect against gastroenteritis caused by rotavirus disease. For more information, see Rotavirus Advisory Committee on Immunization Practices...  read more     . Rotavirus is highly contagious; most infections occur by the fecal-oral route. Adults may be infected after close contact with an infected infant.","Tỷ lệ nhiễm vi rút rota đã giảm khoảng 80% ở Hoa Kỳ kể từ khi áp dụng chủng ngừa rotavirus thường quy     Vắc-xin Rotavirus  Vắc-xin rotavirus được khuyến cáo cho trẻ sơ sinh để chống lại viêm dạ dày ruột gây ra bởi bệnh rotavirus. Để biết thêm thông tin, xem Khuyến nghị vắc-xin ngừa Rotavirus của Ủy ban Cố vấn Thực...  đọc thêm     . Rotavirus rất dễ lây; hầu hết các nhiễm trùng xảy ra theo đường phân-miệng. Người lớn có thể bị nhiễm bệnh sau khi tiếp xúc gần với một trẻ nhỏ bị nhiễm bệnh."
c3c59af017fb6c2bddb06d136daa492d,en,"In temperate climates, most infections occur in the winter and spring. In the United States before rotavirus vaccination became available, a wave of rotavirus illness would begin in the Southwest in December and end in the Northeast in April or May. Now, the illness occurs less predictably and can occur year round (1     Reference  Rotavirus is the most common cause of sporadic, severe, dehydrating diarrhea in young children worldwide (peak incidence, 3 to 15 months). Diagnosis is based on clinical suspicion, but polymerase...  read more     ).","Ở khí hậu ôn đới, hầu hết các trường hợp nhiễm bệnh xảy ra vào mùa đông và mùa xuân. Tại Hoa Kỳ trước khi có vắc xin rotavirus, một đợt bệnh do rotavirus sẽ bắt đầu ở Tây Nam vào tháng 12 và kết thúc ở Đông Bắc vào tháng 4 hoặc tháng 5. Giờ đây, ít dự đoán được bệnh xảy ra hơn và bệnh có thể xảy ra quanh năm (1     Tài liệu tham khảo  Rotavirus là nguyên nhân phổ biến nhất gây ra tiêu chảy nặng mất nước không thành dịch ở trẻ nhỏ trên toàn thế giới (đặc biệt là trẻ từ 3 đến 15 tháng tuổi). Chẩn đoán dựa trên nghi ngờ lâm...  đọc thêm     )."
2628958440576a6eefb17abd492a08f7,en,Incubation period is 1 to 3 days.,Thời gian ủ bệnh từ 1 đến 3 ngày.
17ff29fb08b6c703a8586063d06801e2,en,"(See also Overview of Gastroenteritis     Overview of Gastroenteritis  Gastroenteritis is inflammation of the lining of the stomach and small and large intestines. Most cases are infectious, although gastroenteritis may occur after ingestion of drugs, medications...  read more     .)","(Xem thêm Tổng quan về viêm dạ dày ruột     Tổng quan về viêm dạ dày ruột  Viêm dạ dày ruột là viêm lớp niêm mạc dạ dày, ruột non và đại tràng. Hầu hết các trường hợp đều do nhiễm trùng, mặc dù viêm dạ dày ruột có thể xảy ra sau uống thuốc và nuốt phải chất độc hoá...  đọc thêm     .)"
009e741419bb45083873d5770de0efc6,en,"1. Centers for Disease Control and Prevention: Rotavirus in the U.S. Accessed April 27, 2023.",1. Centers for Disease Control and Prevention: Rotavirus in the U.S. Truy cập ngày 27 tháng 4 năm 2023
e27a8da2d09e82aea8adf0dc56f73e23,en,Rotavirus gastroenteritis in infants and young children may last 5 to 7 days.,Viêm dạ dày ruột do Rotavirus ở trẻ sơ sinh và trẻ nhỏ có thể kéo dài từ 5 đến 7 ngày.
32321fd8bcff5108581701e777179ef9,en,"Vomiting occurs in 90% of patients, and fever > 39° C (> 102.2° F) occurs in about 30%.","Nôn xảy ra ở 90% số bệnh nhân và sốt > 39° C (> 102,2° F) xảy ra trong khoảng 30%."
2b3aa13d1425385d6eca6fcc83745c38,en,Diarrhea is watery and non-bloody.,Tiêu chảy toàn nước và không có máu.
b8dd271de38aa8cb0343e5ceb5d64423,en,"In adults the symptoms of rotavirus gastroenteritis are usually mild. In children, the diarrhea is more likely to cause severe dehydration     Dehydration in Children  Dehydration is significant depletion of body water and, to varying degrees, electrolytes. Symptoms and signs include thirst, lethargy, dry mucosa, decreased urine output, and, as the degree...  read more      and even death.","Ở người lớn, các triệu chứng của viêm dạ dày ruột do rotavirus thường nhẹ. Ở trẻ em, tiêu chảy có nhiều khả năng gây mất nước     Mất nước ở trẻ em  Mất nước là sự giảm đáng kể lượng nước cơ thể, và ở mức độ khác nhau có kèm theo giảm cả các chất điện giải. Triệu chứng và dấu hiệu bao gồm khát, li bì, niêm mạc khô, giảm lượng nước tiểu,...  đọc thêm      nặng và thậm chí tử vong."
8b30ce748161a09a4e3da6eb7c0348ee,en,Immune-based assays,Các xét nghiệm dựa trên miễn dịch
65f2b55783a6c9b556c84da080559e0b,en,Polymerase chain reaction (PCR) testing,Xét nghiệm phản ứng chuỗi polymerase (PCR)
443198c43a6bb1723d85db1219d5ce5f,en,"Diagnostic testing is not routinely done except to diagnose an outbreak; when done, it involves tests to identify rotavirus in the stool. Enzyme-linked immunosorbent assay (ELISA) and latex agglutination are two commonly used tests.","Xét nghiệm chẩn đoán không được thực hiện thường xuyên ngoại trừ chẩn đoán đợt bùng phát dịch; khi thực hiện, nó liên quan đến các xét nghiệm để xác định rotavirus trong phân. Xét nghiệm hấp thụ miễn dịch liên kết với enzym (ELISA) và xét nghiệm ngưng kết latex là hai xét nghiệm thường được sử dụng."
6d5a4b11d7c76a119417ac874921af68,en,"Nucleic acid testing (PCR) is very sensitive and is often done in a multiplex PCR panel, including a number of causes of gastroenteritis.","Xét nghiệm axit nucleic (PCR) rất nhạy cảm và thường được thực hiện trong bảng xét nghiệm PCR đa chủng, bao gồm một số nguyên nhân gây viêm dạ dày ruột."
a348c222e915b60e462d2ab12fdfb099,en,Oral or IV fluids,Dịch theo đường uống hoặc đường tĩnh mạch
ea6c19cac7c06f9ba5dca0810e916d97,en,Sometimes antidiarrheal agents and/or antiemetics,Đôi khi là các loại thuốc chống tiêu chảy và/hoặc thuốc chống nôn
a30b6a4acabd9224e32c1e1a39ec929d,en,"Supportive care including rehydration with fluids and electrolytes is the mainstay of treatment and is all that is needed for most adults. Oral glucose-electrolyte solutions, broth, or bouillon may prevent dehydration or treat mild dehydration. Children may become dehydrated more quickly and should be given an appropriate rehydration solution (several are available commercially—see Oral Rehydration     Oral Rehydration  Oral fluid therapy is effective, safe, convenient, and inexpensive compared with IV therapy. Oral fluid therapy is recommended by the American Academy of Pediatrics and the World Health Organization...  read more     ). An antiemetic (eg, ondansetron) may be given if vomiting makes oral rehydration difficult.","Chăm sóc hỗ trợ bao gồm bù nước và điện giải là phương pháp điều trị chính và là tất cả những gì cần thiết cho hầu hết người lớn. Dung dịch glucose-điện giải đường uống, nước dùng hoặc nước canh thịt có thể ngăn ngừa mất nước hoặc điều trị mất nước nhẹ. Trẻ em có thể bị mất nước nhanh hơn và cần được cung cấp một giải pháp bù nước thích hợp (một số loại có bán trên thị trường – xem Bù nước theo đường uống     Bù dịch đường uống  Liệu pháp dung dịch uống có hiệu quả, an toàn, tiện lợi và không tốn kém so với liệu pháp truyền tĩnh mạch. Liệu pháp uống nước được Học viện Nhi khoa Hoa Kỳ và Tổ chức Y tế Thế giới (WHO) khuyến...  đọc thêm     ). Có thể cho uống thuốc chống nôn (ví dụ ondansetron) nếu nôn khiến việc bù nước qua đường uống trở nên khó khăn."
ad1bc8e8dc357e7becbdf740ec982621,en,"Isotonic IV fluids such as Ringer’s lactate and normal saline solution should be given when there is severe dehydration, shock, or altered mental status and ileus or failure of oral rehydration therapy (see also the Infectious Diseases Society of America's [IDSA] 2017 clinical practice guidelines for the diagnosis and management of infectious diarrhea). In severe dehydration, IV rehydration should be continued until pulse, perfusion, and mental status normalize.","Dịch truyền tĩnh mạch đẳng trương như Ringer's lactate và dung dịch nước muối sinh lý cần phải được cung cấp khi có tình trạng mất nước nặng, sốc, hoặc thay đổi trạng thái tinh thần và tắc ruột hoặc thất bại trong điều trị bù nước bằng đường uống (xem thêm 2017 clinical practice guidelines for the diagnosis and management of infectious diarrhea của Infectious Diseases Society of America [IDSA]). Trong trường hợp mất nước nặng, nên tiếp tục bù nước qua đường tĩnh mạch cho đến khi mạch, tình trạng tưới máu và trạng thái tinh thần bình thường trở lại."
b273f1d5a87ccee2268502ace31f2ba5,en,"Antidiarrheal agents should not be given to children < 18 years of age with acute diarrhea (see the IDSA guidelines). Antidiarrheals can be considered in adult patients with watery diarrhea (as shown by heme-negative stool), especially during an outbreak, suggesting a viral cause is likely. However, antidiarrheals may cause deterioration of patients with Clostridioides difficile or E. coli O157:H7 infection and thus should not be given to any patients in whom the cause of diarrhea has not been identified and in whom these disorders may be suspected (ie, based on recent antibiotic use, bloody diarrhea, heme-positive stool, or diarrhea with fever).","Thuốc chống tiêu chảy không nên cho trẻ em < 18 tuổi bị tiêu chảy cấp dùng (xem hướng dẫn của IDSA). Thuốc chống tiêu chảy có thể được xem xét ở những bệnh nhân người lớn bị tiêu chảy phân toàn nước (thể hiện qua phân âm tính với heme), đặc biệt là trong đợt bùng phát, dịch, cho thấy có khả năng nguyên nhân là do vi rút. Tuy nhiên, thuốc chống tiêu chảy có thể khiến tình trạng bệnh nhân nhiễm Clostridioides difficile hoặc E. coli O157: H7 xấu đi và do đó không nên cho bất kỳ bệnh nhân nào chưa xác định được nguyên nhân gây tiêu chảy và nghi ngờ có những rối loạn này (tức là do sử dụng kháng sinh gần đây, tiêu chảy phân có máu, phân dương tính với heme hoặc tiêu chảy kèm theo sốt) sử dụng."
5f14be6d12360f595083a00bb3b98ca9,en,"Two live-attenuated oral rotavirus vaccines     Rotavirus Vaccine  The rotavirus vaccine is recommended for infants to protect against gastroenteritis caused by rotavirus disease. For more information, see Rotavirus Advisory Committee on Immunization Practices...  read more      are available that are safe and effective against the majority of strains responsible for disease. Rotavirus immunization is part of the recommended infant vaccination schedule     Childhood Vaccination Schedules  Vaccination has been extremely effective in preventing serious disease and in improving health worldwide. Because of vaccines, infections that were once very common and/or fatal (eg, smallpox...  read more     .","Có hai vắc xin rotavirus     Vắc-xin Rotavirus  Vắc-xin rotavirus được khuyến cáo cho trẻ sơ sinh để chống lại viêm dạ dày ruột gây ra bởi bệnh rotavirus. Để biết thêm thông tin, xem Khuyến nghị vắc-xin ngừa Rotavirus của Ủy ban Cố vấn Thực...  đọc thêm      sống giảm độc lực đường uống hiện có sẵn, an toàn và hiệu quả chống lại đa số các chủng gây bệnh. Chủng ngừa Rotavirus trong khuôn khổ lịch tiêm chủng cho trẻ sơ sinh     Lịch tiêm phòng trẻ em  Tiêm chủng tuân theo khuyến cáo của Trung tâm Kiểm soát và Phòng ngừa dịch bệnh (CDC), Viện hàn lâm Nhi khoa Hoa Kỳ, Viện hàn lâm Bác sĩ gia đình Hoa Kỳ và Học viện Sản phụ khoa Hoa Kỳ. Xem...  đọc thêm      được khuyến nghị."
7e7cb9b55906d6a5cae7de5352512b53,en,"Rotavirus gastroenteritis has significantly decreased in countries where the rotavirus vaccine is widely used, but it remains a significant cause of serious and potentially fatal diarrheal disease in children worldwide.","Viêm dạ dày ruột do Rotavirus đã giảm đáng kể ở các nước sử dụng rộng rãi vắc-xin rotavirus, nhưng nó vẫn là một nguyên nhân quan trọng gây ra bệnh tiêu chảy nghiêm trọng và có khả năng gây tử vong ở trẻ em trên toàn thế giới."
a8b4a32558c8909055e8a9ce3b46a07c,en,Clinical course may last 5 to 7 days.,Diễn biến lâm sàng có thể kéo dài từ 5 đến 7 ngày.
7482da6964572eb1d01ebde06e96ca16,en,"Oral rehydration is usually adequate, but antiemetics and sometimes IV fluids may be needed.","Bù nước bằng đường uống thường là đủ, nhưng có thể cần dùng thuốc chống nôn và đôi khi là truyền dịch qua đường tĩnh mạch."
a342a1b0e8e510e83e0e987f82c4a3fb,en,"Antidiarrheal agents are safe for adults with watery diarrhea but should be avoided in children < 18 years of age and in any patient with recent antibiotic use, bloody diarrhea, heme-positive stool, or diarrhea with fever.","Thuốc chống tiêu chảy an toàn cho người lớn bị tiêu chảy toàn nước nhưng nên tránh dùng cho trẻ em < 18 tuổi và ở bất kỳ bệnh nhân nào mới sử dụng kháng sinh, tiêu chảy ra máu, phân có máu hoặc tiêu chảy kèm theo sốt."
4434751d729b1d07dc49eb0e3aafd5f1,en,The following English-language resource may be useful. Please note that THE MANUAL is not responsible for the content of this resource.,Tài nguyên bằng tiếng Anh sau đây có thể hữu ích. Vui lòng lưu ý rằng CẨM NANG không chịu trách nhiệm về nội dung của tài liệu này.
c5ae877a906269ddba7be73ebcb89d2b,en,Infectious Diseases Society of America: Clinical practice guidelines for the diagnosis and management of infectious diarrhea (2017),Infectious Diseases Society of America: Clinical practice guidelines for the diagnosis and management of infectious diarrhea (2017)
11f30da1ec688765840e69b4becd7513,en,"Staphylococcal food poisoning is due to a preformed toxin made by Staphylococcus aureus bacteria that have contaminated food. Symptoms of nausea and vomiting with abdominal cramps are typically of rapid onset, usually within several hours of ingestion. Diagnosis is clinical. Treatment is supportive with fluids.","Ngộ độc thực phẩm do tụ cầu là do một loại độc tố được tạo thành từ vi khuẩn Staphylococcus aureus đã làm ô nhiễm thực phẩm. Các triệu chứng buồn nôn và nôn kèm theo đau quặn bụng thường khởi phát nhanh chóng, thường trong vòng vài giờ sau khi ăn uống. Chẩn đoán là lâm sàng. Điều trị hỗ trợ bằng dịch."
06261a0c2ebfe7d029cfad897e3df948,en,"S. aureus is commonly present on skin and can enter food if food handlers do not wash properly before touching food. If the food is then left at room temperature, the bacteria can multiply and produce toxin. Food contaminated with Staphylococcus toxin may not smell bad or look spoiled.","S. aureus thường có trên da và có thể xâm nhập vào thực phẩm nếu người chế biến thực phẩm không rửa đúng cách trước khi chạm vào thực phẩm. Nếu thực phẩm sau đó được để ở nhiệt độ phòng, vi khuẩn có thể sinh sôi và tạo ra độc tố. Thực phẩm bị nhiễm độc tố của Staphylococcus có thể không có mùi hôi hoặc trông hư hỏng."
17ff29fb08b6c703a8586063d06801e2,en,"(See also Overview of Gastroenteritis     Overview of Gastroenteritis  Gastroenteritis is inflammation of the lining of the stomach and small and large intestines. Most cases are infectious, although gastroenteritis may occur after ingestion of drugs, medications...  read more     .)","(Xem thêm Tổng quan về viêm dạ dày ruột     Tổng quan về viêm dạ dày ruột  Viêm dạ dày ruột là viêm lớp niêm mạc dạ dày, ruột non và đại tràng. Hầu hết các trường hợp đều do nhiễm trùng, mặc dù viêm dạ dày ruột có thể xảy ra sau uống thuốc và nuốt phải chất độc hoá...  đọc thêm     .)"
af86a56b907a928fad7e0d9491329d68,en,Symptoms of staphylococcal food poisoning begin rapidly after ingestion of contaminated food because they are caused by a preformed enterotoxin present in the food. The symptoms typically begin 30 minutes to 8 hours after eating the contaminated food. Nausea and vomiting with abdominal cramps are most common. Diarrhea usually occurs. The symptoms usually resolve within 1 day.,Các triệu chứng của ngộ độc thực phẩm do tụ cầu bắt đầu nhanh chóng sau khi ăn phải thực phẩm bị ô nhiễm vì các triệu chứng này do một độc tố ruột đã được hình thành sẵn có trong thực phẩm gây ra. Các triệu chứng thường bắt đầu từ 30 phút đến 8 giờ sau khi ăn thực phẩm bị ô nhiễm. Buồn nôn và nôn kèm theo đau quặn bụng là phổ biến nhất. Thường xảy ra tiêu chảy. Các triệu chứng thường hết trong vòng 1 ngày.
d17e669e0f60b15cad394b8b12b66969,en,"A similar manifestation can be seen in Bacillus cereus infection, typically after consumption of reheated or fried rice.","Một biểu hiện tương tự có thể được quan sát thấy trong nhiễm Bacillus cereus, thường là sau khi ăn cơm chiên hoặc cơm hâm nóng."
4374a8de6c67079a151abfbd5a08dea1,en,Clinical evaluation,Đánh giá lâm sàng
89af7d552d5f60cb180fe3e64ef5bda2,en,"The diagnosis is almost always made clinically based on the onset of typical symptoms shortly after eating a potentially contaminated food (eg, restaurant meal).","Chẩn đoán hầu như luôn được thực hiện trên lâm sàng dựa trên sự khởi phát của các triệu chứng điển hình ngay sau khi ăn một thực phẩm có khả năng bị ô nhiễm (ví dụ, bữa ăn tại nhà hàng)."
a348c222e915b60e462d2ab12fdfb099,en,Oral or IV fluids,Dịch theo đường uống hoặc đường tĩnh mạch
328b081b9bd61454adbd3bc2c3dd3766,en,Sometimes antiemetics,Đôi khi dùng thuốc chống nôn
448a2dd55424776edfd8a29f01023985,en,"Supportive care, including rehydration with fluids and electrolytes, is the mainstay of treatment and is all that is needed for most adults. Antibiotics are not indicated.","Chăm sóc hỗ trợ, bao gồm bù nước và chất điện giải, là phương pháp điều trị chính và là tất cả những gì cần thiết cho hầu hết người lớn. Thuốc kháng sinh không được chỉ định."
197138c81710bdd8484cc86b8b5593cc,en,"Oral glucose-electrolyte solutions, broth, or bouillon may prevent dehydration or treat mild dehydration. Isotonic IV fluids such as Ringer’s lactate and normal saline solution should be given when there is severe dehydration.","Dung dịch glucose-điện giải đường uống, nước dùng hoặc nước canh thịt có thể ngăn ngừa mất nước hoặc điều trị mất nước nhẹ. Dịch đẳng trương đường tĩnh mạch như là Ringer lactat và dung dịch muối sinh lý thông thường nên được cho dùng khi mất nước nặng."
87beb611821502ff592a5c15dd90fba4,en,"Treatment with an antiemetic (eg, prochlorperazine, ondansetron) may be helpful, especially in patients who cannot tolerate adequate oral rehydration because of nausea and vomiting.","Điều trị bằng thuốc chống nôn (ví dụ: prochlorperazine, ondansetron) có thể hữu ích, đặc biệt ở những bệnh nhân không thể bù nước đầy đủ bằng đường uống vì buồn nôn và nôn."
ba951f48b3e1a4213a08a11c4a6bc684,en,Traveler’s diarrhea is gastroenteritis that is usually caused by bacteria endemic to local water. Symptoms include vomiting and diarrhea. Diagnosis is mainly clinical. Treatment is with replacement fluids and sometimes antibiotics for moderate to severe diarrhea.,Tiêu chảy ở khách du lịch là viêm dạ dày ruột thường là do vi khuẩn đặc hữu với nước ở địa phương. Triệu chứng bao gồm nôn và tiêu chảy. Chẩn đoán chủ yếu dựa vào lâm sàng. Điều trị bằng bù dịch và đôi khi dùng kháng sinh đối với tiêu chảy từ trung bình đến nặng.
ea317c8fe5ac14eb9cb48254e3058f9e,en,"(See also Overview of Gastroenteritis     Overview of Gastroenteritis  Gastroenteritis is inflammation of the lining of the stomach and small and large intestines. Most cases are infectious, although gastroenteritis may occur after ingestion of drugs, medications...  read more      and see the Center for Disease Control and Prevention’s [CDC] information for preparing international travelers for travelers’ diarrhea.)","(Xem thêm Tổng quan về viêm dạ dày ruột     Tổng quan về viêm dạ dày ruột  Viêm dạ dày ruột là viêm lớp niêm mạc dạ dày, ruột non và đại tràng. Hầu hết các trường hợp đều do nhiễm trùng, mặc dù viêm dạ dày ruột có thể xảy ra sau uống thuốc và nuốt phải chất độc hoá...  đọc thêm      và xem thông tin [CDC] của Trung tâm Kiểm soát và Phòng ngừa Dịch bệnh để biết chuẩn bị cho du khách quốc tế đối với tiêu chảy ở du khách.)"
4dc0d132ab0d4b8a62eb404d11e18839,en,"Traveler’s diarrhea may be caused by any of several bacteria, viruses, or, less commonly, parasites.","Bệnh tiêu chảy của khách du lịch có thể do bất kỳ vi khuẩn, vi rút nào hoặc ít phổ biến hơn là ký sinh trùng gây ra."
d03f272bf66a21be28d06c6fa367b7b5,en,The most common cause of traveler's diarrhea is,Các nguyên nhân phổ biến nhất gây tiêu chảy ở khách du lịch là:
19cfbbcd7b031ff494af6d1cc0d072d2,en,Enterotoxigenic Escherichia coli (E. coli),Escherichia coli (E. coli) sinh độc tốt ruột.
d5d3c51b6399137f89e8b3265bac91f6,en,"E. coli     Escherichia coli Infections  The gram-negative bacterium Escherichia coli is the most numerous aerobic commensal inhabitant of the large intestine. Certain strains cause diarrhea, and all can cause infection when...  read more      is common in the water supplies of areas that lack adequate purification. Infection is common among people traveling to low-resource countries.",E. coli     Nhiễm khuẩn do Escherichia coli  Trực khuẩn gram âm Escherichia coli là sinh vật sống chung hiếu khí nhiều nhất trong ruột già. Một số chủng gây tiêu chảy và tất cả có thể gây nhiễm trùng khi xâm nhập vào các vùng vô...  đọc thêm      phổ biến trong các nguồn cung cấp nước ở các khu vực thiếu thanh lọc đầy đủ. Nhiễm bệnh phổ biến ở những người đi du lịch đến các quốc gia có nguồn lực thấp.
2d3cdb0c59ca603218682b7e3b588ba0,en,"Norovirus gastroenteritis     Norovirus Gastroenteritis  Norovirus is a common cause of diarrhea. Symptoms are vomiting, abdominal cramps, and diarrhea that usually resolve in 1 to 3 days. Diagnosis is based on clinical suspicion, and polymerase chain...  read more      has been a particular problem on some cruise ships.","Viêm dạ dày ruột do Norovirus     Viêm dạ dày ruột do norovirus  Norovirus là nguyên nhân phổ biến gây tiêu chảy. Các triệu chứng là nôn, đau quặn bụng và tiêu chảy thường hết sau 1 đến 3 ngày. Chẩn đoán dựa trên nghi ngờ lâm sàng và có thể thực hiện xét...  đọc thêm      đã là một vấn đề đặc biệt trên một số tàu du lịch."
7adfe260eebe0fb865e04ef5d645b18e,en,"Both food and water can be the source of infection. Travelers who avoid drinking local water may still become infected by brushing their teeth with an improperly rinsed toothbrush, drinking bottled drinks with ice made from local water, or eating food that is improperly handled or washed with local water. People taking medications that decrease stomach acid (antacids, H2 blockers, and proton pump inhibitors) are at risk of more severe illness.","Cả thực phẩm và nước đều có thể là nguồn lây nhiễm. Khách du lịch tránh uống nước của địa phương vẫn có thể bị nhiễm bệnh bằng cách đánh răng bằng bàn chải đánh răng không được rửa sạch, uống nước uống đóng chai với đá lạnh làm từ nước của địa phương hoặc ăn những thức ăn không được xử lý hoặc được rửa sạch bằng nước của địa phương. Những người dùng thuốc làm giảm axit dạ dày (thuốc kháng axit, thuốc chẹn H2 và thuốc ức chế bơm proton) có nguy cơ bị bệnh nặng hơn."
480d4217d6c111d309b970b3b6042f9b,en,"Nausea, vomiting, hyperactive bowel sounds, abdominal cramps, and diarrhea begin 12 to 72 hours after ingesting contaminated food or water. Severity is variable. Some people develop fever and myalgias. Diarrhea is rarely bloody.","Buồn nôn, nôn, tiếng nhu động ruột tăng động, đau quặn bụng và tiêu chảy khởi phát từ 12 đến 72 giờ sau khi ăn phải thức ăn hoặc uống nước bị ô nhiễm. Mức độ nặng khác nhau. Một số người bị sốt và đau cơ. Tiêu chảy hiếm khi có máu."
d9b4f6681ca1a1f5f82eea1eb77e63e6,en,"Most cases are mild and self-limited, although dehydration can occur, especially in warm climates.","Hầu hết các trường hợp đều nhẹ và tự khỏi, mặc dù mất nước có thể xảy ra, đặc biệt là ở vùng khí hậu ấm áp."
4374a8de6c67079a151abfbd5a08dea1,en,Clinical evaluation,Đánh giá lâm sàng
57a7186596b03bbe68888172c14a809b,en,"Specific diagnostic measures are usually not necessary. However, fever, severe abdominal pain, and bloody diarrhea suggest more serious disease and should prompt immediate evaluation.","Các biện pháp chẩn đoán cụ thể thường không cần thiết. Tuy nhiên, sốt, đau bụng dữ dội và tiêu chảy phân có máu cho thấy cảnh nghiêm trọng hơn và cần đánh giá ngay."
c818aa4d459310d9a171440823d83d79,en,Fluid replacement,Dịch thay thế
6a2ab6215b371bd9dbd3d500400199dd,en,Sometimes antidiarrheal (antimotility) medications,Đôi khi thuốc chống tiêu chảy (chống nhu động)
94285fa846840db14ad46d3ce7ad9832,en,"Antibiotics (eg, ciprofloxacin, azithromycin) for moderate to severe diarrhea","Thuốc kháng sinh (ví dụ: ciprofloxacin, azithromycin) cho tiêu chảy vừa đến nặng"
c22d5c7ce3963fc42ad731c647974d82,en,The mainstay of treatment of traveler's diarrhea is fluid replacement and an antidiarrheal medication such as loperamide. The dosage of loperamide for children < 12 years of age is weight-based. An alternative for adults is diphenoxylate/atropine.,Cơ sở chính của việc điều trị bệnh tiêu chảy của người du lịch là bù dịch và dùng các loại thuốc chống tiêu chảy như loperamid. Liều lượng loperamid cho trẻ em < 12 tuổi dựa trên cân nặng. Thuốc thay thế cho người lớn là diphenoxylate/atropine.
a54d8a363a195af3b8a1cdcacb06e258,en,"Antidiarrheal medications should not be used in adults with suspected C. difficile or E. coli O157:H7 infection (eg, with recent antibiotic use, bloody diarrhea, heme-positive stool, or diarrhea with fever) or in children, particularly those < 2 years. Iodochlorhydroxyquin, which may be available in some low- and middle-income countries, should not be used because it may cause neurologic damage.","Không nên sử dụng thuốc chống tiêu chảy cho người lớn nghi ngờ nhiễm C. difficile hoặc E. coli O157:H7 (ví dụ: mới sử dụng kháng sinh, tiêu chảy ra máu, phân có máu hoặc tiêu chảy kèm theo sốt) hoặc ở trẻ em, đặc biệt là những trẻ < 2 tuổi. Không nên sử dụng Iodochlorhydroxyquin, có thể có ở một số nước thu nhập thấp và thu nhập trung bình vì có thể gây tổn thương thần kinh."
be68d0ac95eca82518a6e67fdb438a42,en,Antidiarrheal medications are contraindicated in patients with fever or bloody stools and in children < 2 years of age.,Thuốc chống tiêu chảy bị chống chỉ định ở những bệnh nhân bị sốt hoặc phân có máu và ở trẻ em < 2 tuổi.
